,cocacola,logistic_water,logistic_soda,case
29R70199319,True,True,False,Case 1
29R70199320,True,True,False,Case 1
29R70199321,True,True,False,Case 1
29R70199322,True,True,False,Case 1
29R70199323,True,True,False,Case 1
29R70199324,True,True,False,Case 1
29R70199325,True,True,False,Case 1
29R70199326,True,True,False,Case 1
29R70199327,True,True,False,Case 1
29R70199328,True,True,False,Case 1
29R70199334,True,True,False,Case 1
29R70199335,True,True,False,Case 1
29R70199336,True,True,False,Case 1
29R70199338,True,True,False,Case 1
29R70199339,True,True,False,Case 1
29R70199340,True,True,False,Case 1
29R70199342,True,True,False,Case 1
29R70199343,True,True,False,Case 1
29R70199344,True,True,False,Case 1
29R70199347,True,True,False,Case 1
29R70199349,True,True,False,Case 1
29R70199353,True,True,False,Case 1
29R70199354,True,True,False,Case 1
29R70199355,True,True,False,Case 1
29R70199356,True,True,False,Case 1
29R70199365,True,True,False,Case 1
29R70199366,True,True,False,Case 1
29R70199367,True,True,False,Case 1
29R70199368,True,True,False,Case 1
29R70199369,True,True,False,Case 1
29R70199370,True,True,False,Case 1
29R70199371,True,True,False,Case 1
29R70199372,True,True,False,Case 1
29R70199373,True,True,False,Case 1
29R70199374,True,True,False,Case 1
29R70199375,True,True,False,Case 1
29R70199376,True,True,False,Case 1
29R70199377,True,True,False,Case 1
29R70199378,True,True,False,Case 1
29R70199379,True,True,False,Case 1
29R70199380,True,True,False,Case 1
29R70199381,True,True,False,Case 1
29R70199382,True,True,False,Case 1
29R70199383,True,True,False,Case 1
29R70199384,True,True,False,Case 1
29R70199385,True,True,False,Case 1
29R70199386,True,True,False,Case 1
29R70199387,True,True,False,Case 1
29R70199388,True,True,False,Case 1
29R70199389,True,True,False,Case 1
29R70199390,True,True,False,Case 1
29R70199391,True,True,False,Case 1
29R70199392,True,True,False,Case 1
29R70199393,True,True,False,Case 1
29R70199395,True,True,False,Case 1
29R70199396,True,True,False,Case 1
29R70199397,True,True,False,Case 1
29R70199398,True,True,False,Case 1
29R70199412,True,True,False,Case 1
29R70199413,True,True,False,Case 1
29R70199414,True,True,False,Case 1
29R70199415,True,True,False,Case 1
29R70199416,True,True,False,Case 1
29R70199417,True,True,False,Case 1
29R70199418,True,True,False,Case 1
29R70199419,True,True,False,Case 1
29R70199420,True,True,False,Case 1
29R70199421,True,True,False,Case 1
29R70199422,True,True,False,Case 1
29R70199423,True,True,False,Case 1
29R70199424,True,True,False,Case 1
29R70199425,True,True,False,Case 1
29R70199426,True,True,False,Case 1
29R70199427,True,True,False,Case 1
29R70199428,True,True,False,Case 1
29R70199429,True,True,False,Case 1
29R70199430,True,True,False,Case 1
29R70199431,True,True,False,Case 1
29R70199432,True,True,False,Case 1
29R70199433,True,True,False,Case 1
29R70199434,True,True,False,Case 1
29R70199435,True,True,False,Case 1
29R70199436,True,True,False,Case 1
29R70199437,True,True,False,Case 1
29R70199441,True,True,False,Case 1
29R70199442,True,True,False,Case 1
29R70199444,True,True,False,Case 1
29R70199445,True,True,False,Case 1
29R70199446,True,True,False,Case 1
29R70199447,True,True,False,Case 1
29R70199451,True,True,False,Case 1
29R70199452,True,True,False,Case 1
29R70199453,True,True,False,Case 1
29R70199454,True,True,False,Case 1
29R70199465,True,True,False,Case 1
29R70199466,True,True,False,Case 1
29R70199467,True,True,False,Case 1
29R70199468,True,True,False,Case 1
29R70199469,True,True,False,Case 1
29R70199470,True,True,False,Case 1
29R70199471,True,True,False,Case 1
29R70199472,True,True,False,Case 1
29R70199473,True,True,False,Case 1
29R70199474,True,True,False,Case 1
29R70199475,True,True,False,Case 1
29R70199476,True,True,False,Case 1
29R70199477,True,True,False,Case 1
29R70199478,True,True,False,Case 1
29R70199479,True,True,False,Case 1
29R70199480,True,True,False,Case 1
29R70199481,True,True,False,Case 1
29R70199482,True,True,False,Case 1
29R70199483,True,True,False,Case 1
29R70199484,True,True,False,Case 1
29R70199485,True,True,False,Case 1
29R70199489,True,True,False,Case 1
29R70199490,True,True,False,Case 1
29R70199491,True,True,False,Case 1
29R70199493,True,True,False,Case 1
29R70199500,True,True,False,Case 1
29R70199501,True,True,False,Case 1
29R70199505,True,True,False,Case 1
29R70199506,True,True,False,Case 1
29R70199507,True,True,False,Case 1
29R70199508,True,True,False,Case 1
29R70199509,True,True,False,Case 1
29R70199510,True,True,False,Case 1
29R70199511,True,True,False,Case 1
29R70199512,True,True,False,Case 1
29R70199513,True,True,False,Case 1
29R70199514,True,True,False,Case 1
29R70199515,True,True,False,Case 1
29R70199516,True,True,False,Case 1
29R70199517,True,True,False,Case 1
29R70199518,True,True,False,Case 1
29R70199519,True,True,False,Case 1
29R70199520,True,True,False,Case 1
29R70199521,True,True,False,Case 1
29R70199522,True,True,False,Case 1
29R70199523,True,True,False,Case 1
29R70199524,True,True,False,Case 1
29R70199525,True,True,False,Case 1
29R70199526,True,True,False,Case 1
29R70199527,True,True,False,Case 1
29R70199528,True,True,False,Case 1
29R70199529,True,True,False,Case 1
29R70199530,True,True,False,Case 1
29R70199531,True,True,False,Case 1
29R70199532,True,True,False,Case 1
29R70199533,True,True,False,Case 1
29R70199534,True,True,False,Case 1
29R70199535,True,True,False,Case 1
29R70199536,True,True,False,Case 1
29R70199537,True,True,False,Case 1
29R70199538,True,True,False,Case 1
29R70199539,True,True,False,Case 1
29R70199541,True,True,False,Case 1
29R70199542,True,True,False,Case 1
29R70199543,True,True,False,Case 1
29R70199544,True,True,False,Case 1
29R70199545,True,True,False,Case 1
29R70199546,True,True,False,Case 1
29R70199548,True,True,False,Case 1
29R70199550,True,True,False,Case 1
29R70199551,True,True,False,Case 1
29R70199552,True,True,False,Case 1
29R70199555,True,True,False,Case 1
29R70199556,True,True,False,Case 1
29R70199557,True,True,False,Case 1
29R70199558,True,True,False,Case 1
29R70199559,True,True,False,Case 1
29R70199560,True,True,False,Case 1
29R70199561,True,True,False,Case 1
29R70199562,True,True,False,Case 1
29R70199563,True,True,False,Case 1
29R70199564,True,True,False,Case 1
29R70199569,True,True,False,Case 1
29R70199570,True,True,False,Case 1
29R70199571,True,True,False,Case 1
29R70199572,True,True,False,Case 1
29R70199573,True,True,False,Case 1
29R70199574,True,True,False,Case 1
29R70199575,True,True,False,Case 1
29R70199576,True,True,False,Case 1
29R70199577,True,True,False,Case 1
29R70199578,True,True,False,Case 1
29R70199579,True,True,False,Case 1
29R70199580,True,True,False,Case 1
29R70199581,True,True,False,Case 1
29R70199582,True,True,False,Case 1
29R70199583,True,True,False,Case 1
29R70199584,True,True,False,Case 1
29R70199585,True,True,False,Case 1
29R70199586,True,True,False,Case 1
29R70199587,True,True,False,Case 1
29R70199588,True,True,False,Case 1
29R70199589,True,True,False,Case 1
29R70199590,True,True,False,Case 1
29R70199591,True,True,False,Case 1
29R70199592,True,True,False,Case 1
29R70199595,True,True,False,Case 1
29R70199608,True,True,False,Case 1
29R70199609,True,True,False,Case 1
29R70199611,True,True,False,Case 1
29R70199612,True,True,False,Case 1
29R70199614,True,True,False,Case 1
29R70199615,True,True,False,Case 1
29R70199616,True,True,False,Case 1
29R70199617,True,True,False,Case 1
29R70199618,True,True,False,Case 1
29R70199619,True,True,False,Case 1
29R70199620,True,True,False,Case 1
29R70199621,True,True,False,Case 1
29R70199622,True,True,False,Case 1
29R70199623,True,True,False,Case 1
29R70199624,True,True,False,Case 1
29R70199625,True,True,False,Case 1
29R70199626,True,True,False,Case 1
29R70199627,True,True,False,Case 1
29R70199628,True,True,False,Case 1
29R70199629,True,True,False,Case 1
29R70199630,True,True,False,Case 1
29R70199632,True,True,False,Case 1
29R70199633,True,True,False,Case 1
29R70199634,True,True,False,Case 1
29R70199635,True,True,False,Case 1
29R70199636,True,True,False,Case 1
29R70199637,True,True,False,Case 1
29R70199639,True,True,False,Case 1
29R70199640,True,True,False,Case 1
29R70199641,True,True,False,Case 1
29R70199644,True,True,False,Case 1
29R70199646,True,True,False,Case 1
29R70199654,True,True,False,Case 1
29R70199656,True,True,False,Case 1
29R70199663,True,True,False,Case 1
29R70199664,True,True,False,Case 1
29R70199665,True,True,False,Case 1
29R70199666,True,True,False,Case 1
29R70199667,True,True,False,Case 1
29R70199668,True,True,False,Case 1
29R70199669,True,True,False,Case 1
29R70199670,True,True,False,Case 1
29R70199671,True,True,False,Case 1
29R70199672,True,True,False,Case 1
29R70199673,True,True,False,Case 1
29R70199674,True,True,False,Case 1
29R70199675,True,True,False,Case 1
29R70199676,True,True,False,Case 1
29R70199677,True,True,False,Case 1
29R70199678,True,True,False,Case 1
29R70199679,True,True,False,Case 1
29R70199680,True,True,False,Case 1
29R70199681,True,True,False,Case 1
29R70199682,True,True,False,Case 1
29R70199683,True,True,False,Case 1
29R70199686,True,True,False,Case 1
29R70199687,True,True,False,Case 1
29R70199688,True,True,False,Case 1
29R70199689,True,True,False,Case 1
29R70199690,True,True,False,Case 1
29R70199691,True,True,False,Case 1
29R70199692,True,True,False,Case 1
29R70199693,True,True,False,Case 1
29R70199694,True,True,False,Case 1
29R70199695,True,True,False,Case 1
29R70199696,True,True,False,Case 1
29R70199697,True,True,False,Case 1
29R70199700,True,True,False,Case 1
29R70199701,True,True,False,Case 1
29R70199702,True,True,False,Case 1
29R70199711,True,True,False,Case 1
29R70199716,True,True,False,Case 1
29R70199717,True,True,False,Case 1
29R70199719,True,True,False,Case 1
29R70199720,True,True,False,Case 1
29R70199721,True,True,False,Case 1
29R70199722,True,True,False,Case 1
29R70199723,True,True,False,Case 1
29R70199724,True,True,False,Case 1
29R70199727,True,True,False,Case 1
29R70199728,True,True,False,Case 1
29R70199729,True,True,False,Case 1
29R70199730,True,True,False,Case 1
29R70199731,True,True,False,Case 1
29R70199732,True,True,False,Case 1
29R70199733,True,True,False,Case 1
29R70199734,True,True,False,Case 1
29R70199737,True,True,False,Case 1
29R70199738,True,True,False,Case 1
29R70199739,True,True,False,Case 1
29R70199740,True,True,False,Case 1
29R70199742,True,True,False,Case 1
29R70199743,True,True,False,Case 1
29R70199744,True,True,False,Case 1
29R70199745,True,True,False,Case 1
29R70199746,True,True,False,Case 1
29R70199747,True,True,False,Case 1
29R70199748,True,True,False,Case 1
29R70199749,True,True,False,Case 1
29R70199750,True,True,False,Case 1
29R70199751,True,True,False,Case 1
29R70199752,True,True,False,Case 1
29R70199753,True,True,False,Case 1
29R70199754,True,True,False,Case 1
29R70199755,True,True,False,Case 1
29R70199757,True,True,False,Case 1
29R70199764,True,True,False,Case 1
29R70199770,True,True,False,Case 1
29R70199771,True,True,False,Case 1
29R70199772,True,True,False,Case 1
29R70199773,True,True,False,Case 1
29R70199774,True,True,False,Case 1
29R70199775,True,True,False,Case 1
29R70199776,True,True,False,Case 1
29R70199777,True,True,False,Case 1
29R70199778,True,True,False,Case 1
29R70199779,True,True,False,Case 1
29R70199780,True,True,False,Case 1
29R70199781,True,True,False,Case 1
29R70199782,True,True,False,Case 1
29R70199783,True,True,False,Case 1
29R70199784,True,True,False,Case 1
29R70199785,True,True,False,Case 1
29R70199786,True,True,False,Case 1
29R70199787,True,True,False,Case 1
29R70199788,True,True,False,Case 1
29R70199789,True,True,False,Case 1
29R70199790,True,True,False,Case 1
29R70199791,True,True,False,Case 1
29R70199792,True,True,False,Case 1
29R70199793,True,True,False,Case 1
29R70199794,True,True,False,Case 1
29R70199796,True,True,False,Case 1
29R70199797,True,True,False,Case 1
29R70199798,True,True,False,Case 1
29R70199799,True,True,False,Case 1
29R70199800,True,True,False,Case 1
29R70199801,True,True,False,Case 1
29R70199802,True,True,False,Case 1
29R70199803,True,True,False,Case 1
29R70199809,True,True,False,Case 1
29R70199810,True,True,False,Case 1
29R70199811,True,True,False,Case 1
29R70199812,True,True,False,Case 1
29R70199813,True,True,False,Case 1
29R70199814,True,True,False,Case 1
29R70199815,True,True,False,Case 1
29R70199816,True,True,False,Case 1
29R70199817,True,True,False,Case 1
29R70199818,True,True,False,Case 1
29R70199819,True,True,False,Case 1
29R70199820,True,True,False,Case 1
29R70199821,True,True,False,Case 1
29R70199822,True,True,False,Case 1
29R70199823,True,True,False,Case 1
29R70199824,True,True,False,Case 1
29R70199825,True,True,False,Case 1
29R70199826,True,True,False,Case 1
29R70199827,True,True,False,Case 1
29R70199828,True,True,False,Case 1
29R70199829,True,True,False,Case 1
29R70199830,True,True,False,Case 1
29R70199831,True,True,False,Case 1
29R70199832,True,True,False,Case 1
29R70199834,True,True,False,Case 1
29R70199835,True,True,False,Case 1
29R70199836,True,True,False,Case 1
29R70199837,True,True,False,Case 1
29R70199839,True,True,False,Case 1
29R70199841,True,True,False,Case 1
29R70199842,True,True,False,Case 1
29R70199843,True,True,False,Case 1
29R70199844,True,True,False,Case 1
29R70199845,True,True,False,Case 1
29R70199846,True,True,False,Case 1
29R70199847,True,True,False,Case 1
29R70199848,True,True,False,Case 1
29R70199850,True,True,False,Case 1
29R70199851,True,True,False,Case 1
29R70199852,True,True,False,Case 1
29R70199853,True,True,False,Case 1
29R70199854,True,True,False,Case 1
29R70199855,True,True,False,Case 1
29R70199856,True,True,False,Case 1
29R70199869,True,True,False,Case 1
29R70199870,True,True,False,Case 1
29R70199871,True,True,False,Case 1
29R70199873,True,True,False,Case 1
29R70199874,True,True,False,Case 1
29R70199875,True,True,False,Case 1
29R70199876,True,True,False,Case 1
29R70199877,True,True,False,Case 1
29R70199878,True,True,False,Case 1
29R70199879,True,True,False,Case 1
29R70199880,True,True,False,Case 1
29R70199881,True,True,False,Case 1
29R70199882,True,True,False,Case 1
29R70199883,True,True,False,Case 1
29R70199884,True,True,False,Case 1
29R70199885,True,True,False,Case 1
29R70199886,True,True,False,Case 1
29R70199887,True,True,False,Case 1
29R70199888,True,True,False,Case 1
29R70199889,True,True,False,Case 1
29R70199890,True,True,False,Case 1
29R70199891,True,True,False,Case 1
29R70199892,True,True,False,Case 1
29R70199893,True,True,False,Case 1
29R70199894,True,True,False,Case 1
29R70199895,True,True,False,Case 1
29R70199896,True,True,False,Case 1
29R70199898,True,True,False,Case 1
29R70199899,True,True,False,Case 1
29R70199900,True,True,False,Case 1
29R70199901,True,True,False,Case 1
29R70199902,True,True,False,Case 1
29R70199904,True,True,False,Case 1
29R70199908,True,True,False,Case 1
29R70199909,True,True,False,Case 1
29R70199910,True,True,False,Case 1
29R70199917,True,True,False,Case 1
29R70199922,True,True,False,Case 1
29R70199923,True,True,False,Case 1
29R70199924,True,True,False,Case 1
29R70199925,True,True,False,Case 1
29R70199927,True,True,False,Case 1
29R70199928,True,True,False,Case 1
29R70199929,True,True,False,Case 1
29R70199930,True,True,False,Case 1
29R70199931,True,True,False,Case 1
29R70199933,True,True,False,Case 1
29R70199934,True,True,False,Case 1
29R70199935,True,True,False,Case 1
29R70199936,True,True,False,Case 1
29R70199937,True,True,False,Case 1
29R70199938,True,True,False,Case 1
29R70199939,True,True,False,Case 1
29R70199940,True,True,False,Case 1
29R70199941,True,True,False,Case 1
29R70199942,True,True,False,Case 1
29R70199943,True,True,False,Case 1
29R70199944,True,True,False,Case 1
29R70199945,True,True,False,Case 1
29R70199946,True,True,False,Case 1
29R70199947,True,True,False,Case 1
29R70199948,True,True,False,Case 1
29R70199949,True,True,False,Case 1
29R70199951,True,True,False,Case 1
29R70199953,True,True,False,Case 1
29R70199954,True,True,False,Case 1
29R70199955,True,True,False,Case 1
29R70199956,True,True,False,Case 1
29R70199957,True,True,False,Case 1
29R70199958,True,True,False,Case 1
29R70199959,True,True,False,Case 1
29R70199960,True,True,False,Case 1
29R70199968,True,True,False,Case 1
29R70199969,True,True,False,Case 1
29R70199970,True,True,False,Case 1
29R70199971,True,True,False,Case 1
29R70199972,True,True,False,Case 1
29R70199973,True,True,False,Case 1
29R70199974,True,True,False,Case 1
29R70199977,True,True,False,Case 1
29R70199978,True,True,False,Case 1
29R70199979,True,True,False,Case 1
29R70199980,True,True,False,Case 1
29R70199981,True,True,False,Case 1
29R70199982,True,True,False,Case 1
29R70199983,True,True,False,Case 1
29R70199984,True,True,False,Case 1
29R70199985,True,True,False,Case 1
29R70199986,True,True,False,Case 1
29R70199987,True,True,False,Case 1
29R70199988,True,True,False,Case 1
29R70199989,True,True,False,Case 1
29R70199990,True,True,False,Case 1
29R70199991,True,True,False,Case 1
29R70199992,True,True,False,Case 1
29R70199993,True,True,False,Case 1
29R70199994,True,True,False,Case 1
29R70199995,True,True,False,Case 1
29R70199996,True,True,False,Case 1
29R70199999,True,True,False,Case 1
29R70200000,True,True,False,Case 1
29R70200002,True,True,False,Case 1
29R70200003,True,True,False,Case 1
29R70200004,True,True,False,Case 1
29R70200005,True,True,False,Case 1
29R70200006,True,True,False,Case 1
29R70200007,True,True,False,Case 1
29R70200008,True,True,False,Case 1
29R70200019,True,True,False,Case 1
29R70200020,True,True,False,Case 1
29R70200021,True,True,False,Case 1
29R70200022,True,True,False,Case 1
29R70200023,True,True,False,Case 1
29R70200024,True,True,False,Case 1
29R70200026,True,True,False,Case 1
29R70200027,True,True,False,Case 1
29R70200029,True,True,False,Case 1
29R70200030,True,True,False,Case 1
29R70200031,True,True,False,Case 1
29R70200032,True,True,False,Case 1
29R70200033,True,True,False,Case 1
29R70200034,True,True,False,Case 1
29R70200035,True,True,False,Case 1
29R70200036,True,True,False,Case 1
29R70200037,True,True,False,Case 1
29R70200038,True,True,False,Case 1
29R70200039,True,True,False,Case 1
29R70200040,True,True,False,Case 1
29R70200041,True,True,False,Case 1
29R70200042,True,True,False,Case 1
29R70200043,True,True,False,Case 1
29R70200044,True,True,False,Case 1
29R70200046,True,True,False,Case 1
29R70200047,True,True,False,Case 1
29R70200048,True,True,False,Case 1
29R70200050,True,True,False,Case 1
29R70200051,True,True,False,Case 1
29R70200060,True,True,False,Case 1
29R70200061,True,True,False,Case 1
29R70200062,True,True,False,Case 1
29R70200065,True,True,False,Case 1
29R70200066,True,True,False,Case 1
29R70200069,True,True,False,Case 1
29R70200070,True,True,False,Case 1
29R70200071,True,True,False,Case 1
29R70200072,True,True,False,Case 1
29R70200073,True,True,False,Case 1
29R70200074,True,True,False,Case 1
29R70200077,True,True,False,Case 1
29R70200078,True,True,False,Case 1
29R70200079,True,True,False,Case 1
29R70200080,True,True,False,Case 1
29R70200081,True,True,False,Case 1
29R70200082,True,True,False,Case 1
29R70200083,True,True,False,Case 1
29R70200084,True,True,False,Case 1
29R70200085,True,True,False,Case 1
29R70200086,True,True,False,Case 1
29R70200087,True,True,False,Case 1
29R70200088,True,True,False,Case 1
29R70200089,True,True,False,Case 1
29R70200090,True,True,False,Case 1
29R70200091,True,True,False,Case 1
29R70200092,True,True,False,Case 1
29R70200093,True,True,False,Case 1
29R70200094,True,True,False,Case 1
29R70200095,True,True,False,Case 1
29R70200096,True,True,False,Case 1
29R70200100,True,True,False,Case 1
29R70200101,True,True,False,Case 1
29R70200103,True,True,False,Case 1
29R70200114,True,True,False,Case 1
29R70200115,True,True,False,Case 1
29R70200116,True,True,False,Case 1
29R70200117,True,True,False,Case 1
29R70200118,True,True,False,Case 1
29R70200119,True,True,False,Case 1
29R70200120,True,True,False,Case 1
29R70200121,True,True,False,Case 1
29R70200122,True,True,False,Case 1
29R70200123,True,True,False,Case 1
29R70200124,True,True,False,Case 1
29R70200125,True,True,False,Case 1
29R70200126,True,True,False,Case 1
29R70200127,True,True,False,Case 1
29R70200128,True,True,False,Case 1
29R70200129,True,True,False,Case 1
29R70200130,True,True,False,Case 1
29R70200131,True,True,False,Case 1
29R70200132,True,True,False,Case 1
29R70200133,True,True,False,Case 1
29R70200134,True,True,False,Case 1
29R70200135,True,True,False,Case 1
29R70200136,True,True,False,Case 1
29R70200137,True,True,False,Case 1
29R70200138,True,True,False,Case 1
29R70200139,True,True,False,Case 1
29R70200140,True,True,False,Case 1
29R70200141,True,True,False,Case 1
29R70200142,True,True,False,Case 1
29R70200143,True,True,False,Case 1
29R70200144,True,True,False,Case 1
29R70200145,True,True,False,Case 1
29R70200146,True,True,False,Case 1
29R70200147,True,True,False,Case 1
29R70200148,True,True,False,Case 1
29R70200149,True,True,False,Case 1
29R70200150,True,True,False,Case 1
29R70200151,True,True,False,Case 1
29R70200152,True,True,False,Case 1
29R70200153,True,True,False,Case 1
29R70200154,True,True,False,Case 1
29R70200155,True,True,False,Case 1
29R70200156,True,True,False,Case 1
29R70200157,True,True,False,Case 1
29R70200161,True,True,False,Case 1
29R70200162,True,True,False,Case 1
29R70200163,True,True,False,Case 1
29R70200164,True,True,False,Case 1
29R70200165,True,True,False,Case 1
29R70200166,True,True,False,Case 1
29R70200167,True,True,False,Case 1
29R70200168,True,True,False,Case 1
29R70200169,True,True,False,Case 1
29R70200170,True,True,False,Case 1
29R70200171,True,True,False,Case 1
29R70200172,True,True,False,Case 1
29R70200173,True,True,False,Case 1
29R70200174,True,True,False,Case 1
29R70200175,True,True,False,Case 1
29R70200176,True,True,False,Case 1
29R70200177,True,True,False,Case 1
29R70200178,True,True,False,Case 1
29R70200179,True,True,False,Case 1
29R70200180,True,True,False,Case 1
29R70200181,True,True,False,Case 1
29R70200182,True,True,False,Case 1
29R70200183,True,True,False,Case 1
29R70200184,True,True,False,Case 1
29R70200186,True,True,False,Case 1
29R70200187,True,True,False,Case 1
29R70200189,True,True,False,Case 1
29R70200190,True,True,False,Case 1
29R70200192,True,True,False,Case 1
29R70200193,True,True,False,Case 1
29R70200194,True,True,False,Case 1
29R70200196,True,True,False,Case 1
29R70200211,True,True,False,Case 1
29R70200212,True,True,False,Case 1
29R70200218,True,True,False,Case 1
29R70200227,True,True,False,Case 1
29R70200228,True,True,False,Case 1
29R70200229,True,True,False,Case 1
29R70200230,True,True,False,Case 1
29R70200231,True,True,False,Case 1
29R70200232,True,True,False,Case 1
29R70200233,True,True,False,Case 1
29R70200234,True,True,False,Case 1
29R70200235,True,True,False,Case 1
29R70200242,True,True,False,Case 1
29R70200243,True,True,False,Case 1
29R70200244,True,True,False,Case 1
29R70200245,True,True,False,Case 1
29R70200246,True,True,False,Case 1
29R70200247,True,True,False,Case 1
29R70200248,True,True,False,Case 1
29R70200252,True,True,False,Case 1
29R70200253,True,True,False,Case 1
29R70200255,True,True,False,Case 1
29R70200256,True,True,False,Case 1
29R70200257,True,True,False,Case 1
29R70200258,True,True,False,Case 1
29R70200260,True,True,False,Case 1
29R70200261,True,True,False,Case 1
29R70200264,True,True,False,Case 1
29R70200265,True,True,False,Case 1
29R70200266,True,True,False,Case 1
29R70200270,True,True,False,Case 1
29R70200276,True,True,False,Case 1
29R70200277,True,True,False,Case 1
29R70200278,True,True,False,Case 1
29R70200279,True,True,False,Case 1
29R70200280,True,True,False,Case 1
29R70200281,True,True,False,Case 1
29R70200282,True,True,False,Case 1
29R70200283,True,True,False,Case 1
29R70200284,True,True,False,Case 1
29R70200285,True,True,False,Case 1
29R70200286,True,True,False,Case 1
29R70200287,True,True,False,Case 1
29R70200288,True,True,False,Case 1
29R70200290,True,True,False,Case 1
29R70200297,True,True,False,Case 1
29R70200298,True,True,False,Case 1
29R70200299,True,True,False,Case 1
29R70200300,True,True,False,Case 1
29R70200301,True,True,False,Case 1
29R70200302,True,True,False,Case 1
29R70200303,True,True,False,Case 1
29R70200304,True,True,False,Case 1
29R70200305,True,True,False,Case 1
29R70200307,True,True,False,Case 1
29R70200309,True,True,False,Case 1
29R70200310,True,True,False,Case 1
29R70200311,True,True,False,Case 1
29R70200313,True,True,False,Case 1
29R70200315,True,True,False,Case 1
29R70200320,True,True,False,Case 1
29R70200321,True,True,False,Case 1
29R70200324,True,True,False,Case 1
29R70200328,True,True,False,Case 1
29R70200329,True,True,False,Case 1
29R70200332,True,True,False,Case 1
29R70200335,True,True,False,Case 1
29R70200338,True,True,False,Case 1
29R70200339,True,True,False,Case 1
29R70200340,True,True,False,Case 1
29R70200343,True,True,False,Case 1
29R70200344,True,True,False,Case 1
29R70200345,True,True,False,Case 1
29R70200346,True,True,False,Case 1
29R70200347,True,True,False,Case 1
29R70200348,True,True,False,Case 1
29R70200349,True,True,False,Case 1
29R70200350,True,True,False,Case 1
29R70200351,True,True,False,Case 1
29R70200352,True,True,False,Case 1
29R70200353,True,True,False,Case 1
29R70200355,True,True,False,Case 1
29R70200356,True,True,False,Case 1
29R70200357,True,True,False,Case 1
29R70200358,True,True,False,Case 1
29R70200359,True,True,False,Case 1
29R70200360,True,True,False,Case 1
29R70200363,True,True,False,Case 1
29R70200364,True,True,False,Case 1
29R70200365,True,True,False,Case 1
29R70200366,True,True,False,Case 1
29R70200367,True,True,False,Case 1
29R70200368,True,True,False,Case 1
29R70200369,True,True,False,Case 1
29R70200370,True,False,False,Case 2
29R70200371,True,True,False,Case 1
29R70200372,True,True,False,Case 1
29R70200373,True,True,False,Case 1
29R70200374,True,True,False,Case 1
29R70200375,True,True,False,Case 1
29R70200377,True,True,False,Case 1
29R70200378,True,True,False,Case 1
29R70200382,True,True,False,Case 1
29R70200383,True,True,False,Case 1
29R70200394,True,True,False,Case 1
29R70200395,True,True,False,Case 1
29R70200396,True,True,False,Case 1
29R70200397,True,True,False,Case 1
29R70200398,True,True,False,Case 1
29R70200399,True,True,False,Case 1
29R70200400,True,True,False,Case 1
29R70200401,True,True,False,Case 1
29R70200402,True,True,False,Case 1
29R70200403,True,True,False,Case 1
29R70200404,True,True,False,Case 1
29R70200405,True,True,False,Case 1
29R70200406,True,True,False,Case 1
29R70200407,True,True,False,Case 1
29R70200408,True,True,False,Case 1
29R70200409,True,True,False,Case 1
29R70200410,True,True,False,Case 1
29R70200411,True,True,False,Case 1
29R70200412,True,True,False,Case 1
29R70200413,True,True,False,Case 1
29R70200414,True,True,False,Case 1
29R70200415,True,True,False,Case 1
29R70200416,True,True,False,Case 1
29R70200417,True,True,False,Case 1
29R70200418,True,True,False,Case 1
29R70200419,True,True,False,Case 1
29R70200421,True,True,False,Case 1
29R70200422,True,True,False,Case 1
29R70200425,True,True,False,Case 1
29R70200427,True,True,False,Case 1
29R70200428,True,True,False,Case 1
29R70200430,True,True,False,Case 1
29R70200432,True,True,False,Case 1
29R70200433,True,True,False,Case 1
29R70200435,True,True,False,Case 1
29R70200441,True,True,False,Case 1
29R70200444,True,True,False,Case 1
29R70200445,True,True,False,Case 1
29R70200446,True,True,False,Case 1
29R70200447,True,True,False,Case 1
29R70200448,True,True,False,Case 1
29R70200449,True,True,False,Case 1
29R70200450,True,True,False,Case 1
29R70200451,True,True,False,Case 1
29R70200452,True,True,False,Case 1
29R70200453,True,True,False,Case 1
29R70200454,True,True,False,Case 1
29R70200455,True,True,False,Case 1
29R70200456,True,True,False,Case 1
29R70200457,True,True,False,Case 1
29R70200458,True,True,False,Case 1
29R70200459,True,True,False,Case 1
29R70200460,True,True,False,Case 1
29R70200461,True,True,False,Case 1
29R70200462,True,True,False,Case 1
29R70200463,True,True,False,Case 1
29R70200464,True,True,False,Case 1
29R70200465,True,True,False,Case 1
29R70200466,True,True,False,Case 1
29R70200467,True,True,False,Case 1
29R70200468,True,True,False,Case 1
29R70200469,True,True,False,Case 1
29R70200470,True,True,False,Case 1
29R70200471,True,True,False,Case 1
29R70200472,True,True,False,Case 1
29R70200473,True,True,False,Case 1
29R70200474,True,True,False,Case 1
29R70200475,True,True,False,Case 1
29R70200476,True,True,False,Case 1
29R70200477,True,True,False,Case 1
29R70200478,True,True,False,Case 1
29R70200479,True,True,False,Case 1
29R70200480,True,True,False,Case 1
29R70200481,True,True,False,Case 1
29R70200482,True,True,False,Case 1
29R70200483,True,True,False,Case 1
29R70200484,True,True,False,Case 1
29R70200485,True,True,False,Case 1
29R70200486,True,True,False,Case 1
29R70200487,True,True,False,Case 1
29R70200488,True,False,False,Case 2
29R70200496,True,True,False,Case 1
29R70200499,True,True,False,Case 1
29R70200500,True,True,False,Case 1
29R70200501,True,True,False,Case 1
29R70200502,True,True,False,Case 1
