,cocacola,logistic_water,logistic_soda,case
01R71092353,True,True,False,Case 1
01R71092356,True,True,False,Case 1
01R71092358,True,False,True,Case 1
01R71092359,True,False,True,Case 1
01R71092361,True,False,True,Case 1
01R71092366,True,False,True,Case 1
01R71092378,True,True,False,Case 1
01R71092379,True,False,True,Case 1
01R71092380,True,True,False,Case 1
01R71092384,True,True,False,Case 1
01R71092387,True,True,False,Case 1
01R71092390,True,True,False,Case 1
01R71092392,True,True,False,Case 1
01R71092394,True,True,False,Case 1
01R71092395,True,True,False,Case 1
01R71092396,True,False,True,Case 1
01R71092397,True,False,True,Case 1
01R71092398,True,True,False,Case 1
01R71092399,True,False,True,Case 1
01R71092400,True,False,True,Case 1
01R71092401,True,True,False,Case 1
01R71092402,True,False,True,Case 1
01R71092403,True,False,True,Case 1
01R71092404,True,True,False,Case 1
01R71092407,True,False,True,Case 1
01R71092409,True,False,True,Case 1
01R71092411,True,False,True,Case 1
01R71092412,True,True,False,Case 1
01R71092413,True,True,False,Case 1
01R71092414,True,False,True,Case 1
01R71092416,True,False,True,Case 1
01R71092417,True,True,False,Case 1
01R71092418,True,True,False,Case 1
01R71092419,True,True,False,Case 1
01R71092423,True,True,False,Case 1
01R71092425,True,True,False,Case 1
01R71092426,True,True,False,Case 1
01R71092427,True,False,True,Case 1
01R71092429,True,False,True,Case 1
01R71092431,True,False,True,Case 1
01R71092432,True,False,True,Case 1
01R71092436,True,False,True,Case 1
01R71092441,True,False,True,Case 1
01R71092444,True,False,True,Case 1
01R71092447,True,False,True,Case 1
01R71092450,True,False,True,Case 1
01R71092454,True,False,True,Case 1
01R71092455,True,False,True,Case 1
01R71092458,True,False,True,Case 1
01R71092459,True,False,True,Case 1
01R71092462,True,False,True,Case 1
01R71092465,True,False,True,Case 1
01R71092466,True,True,False,Case 1
01R71092467,True,False,True,Case 1
01R71092468,True,False,True,Case 1
01R71092469,True,True,False,Case 1
01R71092471,True,False,False,Case 2
01R71092472,True,False,True,Case 1
01R71092473,True,False,True,Case 1
01R71092474,True,False,True,Case 1
01R71092475,True,False,True,Case 1
01R71092477,True,False,True,Case 1
01R71092478,True,True,False,Case 1
01R71092482,True,False,True,Case 1
01R71092484,True,False,True,Case 1
01R71092486,True,True,False,Case 1
01R71092489,True,True,False,Case 1
01R71092512,True,True,False,Case 1
01R71092513,True,False,True,Case 1
01R71092514,True,True,False,Case 1
01R71092516,True,True,False,Case 1
01R71092519,True,True,False,Case 1
01R71092520,True,False,True,Case 1
01R71092521,True,True,False,Case 1
01R71092523,True,False,True,Case 1
01R71092526,True,True,False,Case 1
01R71092528,True,False,True,Case 1
01R71092529,True,True,False,Case 1
01R71092531,True,True,False,Case 1
01R71092533,True,True,False,Case 1
01R71092534,True,False,True,Case 1
01R71092536,True,True,False,Case 1
01R71092538,True,False,True,Case 1
01R71092541,True,False,True,Case 1
01R71092542,True,True,False,Case 1
01R71092543,True,False,True,Case 1
01R71092544,True,True,False,Case 1
01R71092545,True,True,False,Case 1
01R71092547,True,True,False,Case 1
01R71092548,True,True,False,Case 1
01R71092549,True,True,False,Case 1
01R71092550,True,True,False,Case 1
01R71092552,True,False,True,Case 1
01R71092555,True,False,True,Case 1
01R71092556,True,False,True,Case 1
01R71092557,True,False,True,Case 1
01R71092558,True,False,True,Case 1
01R71092559,True,False,True,Case 1
01R71092560,True,True,False,Case 1
01R71092562,True,True,False,Case 1
01R71092564,True,True,False,Case 1
01R71092565,True,False,True,Case 1
01R71092567,True,False,True,Case 1
01R71092569,True,False,True,Case 1
01R71092570,True,False,True,Case 1
01R71092571,True,True,False,Case 1
01R71092572,True,False,True,Case 1
01R71092576,True,False,True,Case 1
01R71092579,True,True,False,Case 1
01R71092581,True,False,True,Case 1
01R71092582,True,True,False,Case 1
01R71092584,True,False,True,Case 1
01R71092586,True,True,False,Case 1
01R71092588,True,True,False,Case 1
01R71092595,True,False,True,Case 1
01R71092596,True,False,True,Case 1
01R71092598,True,False,True,Case 1
01R71092599,True,False,True,Case 1
01R71092622,True,True,False,Case 1
01R71092623,True,True,False,Case 1
01R71092626,True,True,False,Case 1
01R71092627,True,True,False,Case 1
01R71092628,True,False,True,Case 1
01R71092630,True,True,False,Case 1
01R71092632,True,True,False,Case 1
01R71092635,True,True,False,Case 1
01R71092636,True,True,False,Case 1
01R71092640,True,True,False,Case 1
01R71092642,True,False,True,Case 1
01R71092644,True,True,False,Case 1
01R71092647,True,True,False,Case 1
01R71092649,True,True,False,Case 1
01R71092650,True,True,False,Case 1
01R71092652,True,True,False,Case 1
01R71092653,True,True,False,Case 1
01R71092656,True,True,False,Case 1
01R71092657,True,False,True,Case 1
01R71092662,True,False,True,Case 1
01R71092664,True,False,True,Case 1
01R71092665,True,False,True,Case 1
01R71092668,True,True,False,Case 1
01R71092669,True,True,False,Case 1
01R71092672,True,True,False,Case 1
01R71092673,True,True,False,Case 1
01R71092675,True,False,True,Case 1
01R71092679,True,False,True,Case 1
01R71092680,True,True,False,Case 1
01R71092681,True,False,True,Case 1
01R71092682,True,True,False,Case 1
01R71092683,True,False,True,Case 1
01R71092684,True,True,False,Case 1
01R71092685,True,True,False,Case 1
01R71092687,True,False,True,Case 1
01R71092688,True,False,True,Case 1
01R71092690,True,False,True,Case 1
01R71092711,True,False,True,Case 1
01R71092721,True,False,True,Case 1
01R71092724,True,True,False,Case 1
01R71092726,True,False,True,Case 1
01R71092729,True,True,False,Case 1
01R71092731,True,True,False,Case 1
01R71092734,True,True,False,Case 1
01R71092738,True,True,False,Case 1
01R71092739,True,True,False,Case 1
01R71092740,True,True,False,Case 1
01R71092743,True,True,False,Case 1
01R71092745,True,True,False,Case 1
01R71092747,True,False,True,Case 1
01R71092751,True,True,False,Case 1
01R71092755,True,True,False,Case 1
01R71092756,True,False,True,Case 1
01R71092757,True,True,False,Case 1
01R71092758,True,True,False,Case 1
01R71092759,True,True,False,Case 1
01R71092761,True,True,False,Case 1
01R71092762,True,True,False,Case 1
01R71092764,True,True,False,Case 1
01R71092766,True,False,True,Case 1
01R71092767,True,False,True,Case 1
01R71092768,True,False,True,Case 1
01R71092769,True,False,True,Case 1
01R71092770,True,False,True,Case 1
01R71092774,True,False,True,Case 1
01R71092775,True,False,True,Case 1
01R71092777,True,True,False,Case 1
01R71092779,True,False,True,Case 1
01R71092780,True,True,False,Case 1
01R71092781,True,False,True,Case 1
01R71092784,True,True,False,Case 1
01R71092785,True,False,True,Case 1
01R71092786,True,False,True,Case 1
01R71092787,True,False,True,Case 1
01R71092794,True,False,True,Case 1
01R71092795,True,False,True,Case 1
01R71092796,True,True,False,Case 1
01R71092797,True,True,False,Case 1
01R71092798,True,True,False,Case 1
01R71092800,True,True,False,Case 1
01R71092803,True,True,False,Case 1
01R71092805,True,False,True,Case 1
01R71092826,True,True,False,Case 1
01R71092827,True,True,False,Case 1
01R71092828,True,True,False,Case 1
01R71092834,True,True,False,Case 1
01R71092837,True,True,False,Case 1
01R71092838,True,True,False,Case 1
01R71092840,True,True,False,Case 1
01R71092841,True,False,True,Case 1
01R71092842,True,True,False,Case 1
01R71092843,True,False,True,Case 1
01R71092844,True,False,True,Case 1
01R71092845,True,False,True,Case 1
01R71092848,True,True,False,Case 1
01R71092851,True,False,True,Case 1
01R71092852,True,True,False,Case 1
01R71092853,True,False,True,Case 1
01R71092854,True,True,False,Case 1
01R71092856,True,True,False,Case 1
01R71092858,True,True,False,Case 1
01R71092859,True,True,False,Case 1
01R71092862,True,True,False,Case 1
01R71092865,True,True,False,Case 1
01R71092866,True,False,True,Case 1
01R71092868,True,False,True,Case 1
01R71092869,True,False,True,Case 1
01R71092870,True,False,True,Case 1
01R71092871,True,False,True,Case 1
01R71092873,True,False,True,Case 1
01R71092874,True,False,True,Case 1
01R71092877,True,True,False,Case 1
01R71092881,True,True,False,Case 1
01R71092883,True,True,False,Case 1
01R71092884,True,False,True,Case 1
01R71092886,True,True,False,Case 1
01R71092887,True,True,False,Case 1
01R71092888,True,False,True,Case 1
01R71092889,True,True,False,Case 1
01R71092891,True,False,True,Case 1
01R71092893,True,False,True,Case 1
01R71092895,True,False,True,Case 1
01R71092896,True,False,True,Case 1
01R71092898,True,True,False,Case 1
01R71092915,True,True,False,Case 1
01R71092916,True,True,False,Case 1
01R71092917,True,False,True,Case 1
01R71092918,True,True,False,Case 1
01R71092921,True,False,True,Case 1
01R71092922,True,False,True,Case 1
01R71092924,True,True,False,Case 1
01R71092928,True,True,False,Case 1
01R71092930,True,True,False,Case 1
01R71092933,True,False,True,Case 1
01R71092934,True,True,False,Case 1
01R71092937,True,False,True,Case 1
01R71092938,True,False,True,Case 1
01R71092939,True,True,False,Case 1
01R71092940,True,False,True,Case 1
01R71092941,True,True,False,Case 1
01R71092942,True,True,False,Case 1
01R71092944,True,True,False,Case 1
01R71092945,True,False,True,Case 1
01R71092946,True,True,False,Case 1
01R71092948,True,True,False,Case 1
01R71092950,True,True,False,Case 1
01R71092951,True,False,True,Case 1
01R71092953,True,True,False,Case 1
01R71092954,True,True,False,Case 1
01R71092955,True,False,True,Case 1
01R71092956,True,False,True,Case 1
01R71092958,True,False,True,Case 1
01R71092959,True,True,False,Case 1
01R71092960,True,False,True,Case 1
01R71092961,True,False,True,Case 1
01R71092966,True,False,True,Case 1
01R71092968,True,False,True,Case 1
01R71092969,True,False,True,Case 1
01R71092971,True,True,False,Case 1
01R71092973,True,True,False,Case 1
01R71092976,True,False,True,Case 1
01R71092979,True,False,True,Case 1
01R71092980,True,True,False,Case 1
01R71092981,True,False,True,Case 1
01R71092988,True,True,False,Case 1
01R71092990,True,False,True,Case 1
01R71092992,True,False,True,Case 1
01R71093012,True,True,False,Case 1
01R71093013,True,True,False,Case 1
01R71093014,True,True,False,Case 1
01R71093018,True,False,True,Case 1
01R71093019,True,True,False,Case 1
01R71093022,True,True,False,Case 1
01R71093023,True,True,False,Case 1
01R71093026,True,True,False,Case 1
01R71093027,True,True,False,Case 1
01R71093028,True,False,True,Case 1
01R71093030,True,False,True,Case 1
01R71093031,True,True,False,Case 1
01R71093032,True,True,False,Case 1
01R71093036,True,False,True,Case 1
01R71093037,True,False,True,Case 1
01R71093039,True,True,False,Case 1
01R71093042,True,False,True,Case 1
01R71093044,True,False,True,Case 1
01R71093045,True,True,False,Case 1
01R71093046,True,True,False,Case 1
01R71093047,True,True,False,Case 1
01R71093048,True,True,False,Case 1
01R71093049,True,True,False,Case 1
01R71093050,True,True,False,Case 1
01R71093051,True,True,False,Case 1
01R71093052,True,False,True,Case 1
01R71093053,True,False,True,Case 1
01R71093054,True,True,False,Case 1
01R71093055,True,False,True,Case 1
01R71093056,True,True,False,Case 1
01R71093057,True,True,False,Case 1
01R71093058,True,True,False,Case 1
01R71093059,True,True,False,Case 1
01R71093060,True,True,False,Case 1
01R71093061,True,True,False,Case 1
01R71093062,True,False,True,Case 1
01R71093063,True,False,True,Case 1
01R71093065,True,False,True,Case 1
01R71093066,True,False,True,Case 1
01R71093067,True,False,True,Case 1
01R71093068,True,False,True,Case 1
01R71093069,True,False,True,Case 1
01R71093070,True,False,True,Case 1
01R71093071,True,False,True,Case 1
01R71093072,True,False,True,Case 1
01R71093073,True,False,True,Case 1
01R71093074,True,False,True,Case 1
01R71093075,True,False,True,Case 1
01R71093077,True,False,True,Case 1
01R71093079,True,False,True,Case 1
01R71093080,True,False,True,Case 1
01R71093084,True,True,False,Case 1
01R71093089,True,True,False,Case 1
01R71093094,True,True,False,Case 1
01R71093096,True,False,True,Case 1
01R71093109,True,False,True,Case 1
01R71093112,True,False,True,Case 1
01R71093113,True,False,True,Case 1
01R71093124,True,False,True,Case 1
01R71093137,True,True,False,Case 1
01R71093138,True,True,False,Case 1
01R71093139,True,True,False,Case 1
01R71093140,True,True,False,Case 1
01R71093142,True,False,True,Case 1
01R71093144,True,True,False,Case 1
01R71093146,True,True,False,Case 1
01R71093148,True,False,True,Case 1
01R71093150,True,True,False,Case 1
01R71093151,True,True,False,Case 1
01R71093152,True,False,True,Case 1
01R71093153,True,True,False,Case 1
01R71093156,True,True,False,Case 1
01R71093160,True,True,False,Case 1
01R71093161,True,False,True,Case 1
01R71093165,True,True,False,Case 1
01R71093167,True,True,False,Case 1
01R71093169,True,True,False,Case 1
01R71093170,True,True,False,Case 1
01R71093171,True,True,False,Case 1
01R71093172,True,True,False,Case 1
01R71093176,True,True,False,Case 1
01R71093177,True,False,True,Case 1
01R71093178,True,True,False,Case 1
01R71093179,True,False,True,Case 1
01R71093203,True,False,True,Case 1
01R71093204,True,True,False,Case 1
01R71093205,True,False,True,Case 1
01R71093206,True,False,True,Case 1
01R71093207,True,False,True,Case 1
01R71093209,True,True,False,Case 1
01R71093211,True,True,False,Case 1
01R71093215,True,False,True,Case 1
01R71093216,True,True,False,Case 1
01R71093217,True,True,False,Case 1
01R71093219,True,True,False,Case 1
01R71093229,True,False,True,Case 1
01R71093238,True,False,True,Case 1
01R71093247,True,True,False,Case 1
01R71093248,True,False,True,Case 1
01R71093256,True,True,False,Case 1
01R71093258,True,True,False,Case 1
01R71093260,True,True,False,Case 1
01R71093262,True,True,False,Case 1
01R71093263,True,False,True,Case 1
01R71093264,True,True,False,Case 1
01R71093265,True,False,True,Case 1
01R71093271,True,False,True,Case 1
01R71093272,True,False,True,Case 1
01R71093273,True,True,False,Case 1
01R71093274,True,False,True,Case 1
01R71093275,True,True,False,Case 1
01R71093276,True,False,True,Case 1
01R71093277,True,True,False,Case 1
01R71093278,True,False,True,Case 1
01R71093279,True,True,False,Case 1
01R71093281,True,True,False,Case 1
01R71093282,True,True,False,Case 1
01R71093283,True,False,True,Case 1
01R71093285,True,True,False,Case 1
01R71093286,True,True,False,Case 1
01R71093287,True,True,False,Case 1
01R71093291,True,False,True,Case 1
01R71093293,True,True,False,Case 1
01R71093295,True,True,False,Case 1
01R71093296,True,True,False,Case 1
01R71093297,True,True,False,Case 1
01R71093298,True,True,False,Case 1
01R71093299,True,True,False,Case 1
01R71093300,True,False,True,Case 1
01R71093301,True,False,True,Case 1
01R71093302,True,True,False,Case 1
01R71093304,True,False,True,Case 1
01R71093305,True,False,True,Case 1
01R71093314,True,False,True,Case 1
01R71093315,True,True,False,Case 1
01R71093316,True,False,True,Case 1
01R71093317,True,False,True,Case 1
01R71093319,True,False,True,Case 1
01R71093320,True,True,False,Case 1
01R71093324,True,True,False,Case 1
01R71093325,True,True,False,Case 1
01R71093326,True,False,True,Case 1
01R71093349,True,True,False,Case 1
01R71093351,True,True,False,Case 1
01R71093353,True,True,False,Case 1
01R71093356,True,True,False,Case 1
01R71093362,True,True,False,Case 1
01R71093363,True,False,True,Case 1
01R71093364,True,True,False,Case 1
01R71093365,True,True,False,Case 1
01R71093367,True,True,False,Case 1
01R71093368,True,False,True,Case 1
01R71093370,True,True,False,Case 1
01R71093371,True,False,True,Case 1
01R71093373,True,False,True,Case 1
01R71093375,True,True,False,Case 1
01R71093376,True,True,False,Case 1
01R71093377,True,False,True,Case 1
01R71093381,True,True,False,Case 1
01R71093382,True,True,False,Case 1
01R71093385,True,True,False,Case 1
01R71093386,True,True,False,Case 1
01R71093387,True,False,True,Case 1
01R71093388,True,True,False,Case 1
01R71093389,True,True,False,Case 1
01R71093395,True,False,True,Case 1
01R71093397,True,False,True,Case 1
01R71093401,True,False,True,Case 1
01R71093403,True,False,True,Case 1
01R71093405,True,True,False,Case 1
01R71093408,True,False,True,Case 1
01R71093412,True,False,True,Case 1
01R71093413,True,True,False,Case 1
01R71093415,True,False,True,Case 1
01R71093416,True,False,True,Case 1
01R71093420,True,True,False,Case 1
01R71093421,True,True,False,Case 1
01R71093422,True,True,False,Case 1
01R71093423,True,True,False,Case 1
01R71093425,True,False,True,Case 1
01R71093429,True,False,True,Case 1
01R71093430,True,False,True,Case 1
01R71093432,True,False,True,Case 1
01R71093448,True,True,False,Case 1
01R71093449,True,True,False,Case 1
01R71093450,True,True,False,Case 1
01R71093451,True,True,False,Case 1
01R71093454,True,True,False,Case 1
01R71093460,True,True,False,Case 1
01R71093463,True,True,False,Case 1
01R71093464,True,False,True,Case 1
01R71093465,True,True,False,Case 1
01R71093466,True,False,True,Case 1
01R71093467,True,True,False,Case 1
01R71093468,True,True,False,Case 1
01R71093469,True,False,True,Case 1
01R71093471,True,False,True,Case 1
01R71093472,True,False,True,Case 1
01R71093473,True,True,False,Case 1
01R71093474,True,True,False,Case 1
01R71093475,True,True,False,Case 1
01R71093477,True,True,False,Case 1
01R71093479,True,False,True,Case 1
01R71093482,True,True,False,Case 1
01R71093483,True,True,False,Case 1
01R71093484,True,True,False,Case 1
01R71093485,True,True,False,Case 1
01R71093486,True,True,False,Case 1
01R71093488,True,True,False,Case 1
01R71093494,True,False,True,Case 1
01R71093495,True,True,False,Case 1
01R71093501,True,True,False,Case 1
01R71093502,True,False,True,Case 1
01R71093503,True,True,False,Case 1
01R71093504,True,False,True,Case 1
01R71093505,True,False,True,Case 1
01R71093509,True,False,True,Case 1
01R71093510,True,False,True,Case 1
01R71093511,True,False,True,Case 1
01R71093513,True,False,False,Case 2
01R71093515,True,True,True,Case 1
01R71093517,True,False,True,Case 1
01R71093518,True,False,True,Case 1
01R71093521,True,False,True,Case 1
01R71093523,True,False,True,Case 1
01R71093525,True,True,False,Case 1
01R71093528,True,False,True,Case 1
01R71093529,True,False,True,Case 1
01R71093549,True,True,False,Case 1
01R71093550,True,False,True,Case 1
01R71093551,True,False,True,Case 1
01R71093552,True,True,False,Case 1
01R71093553,True,True,False,Case 1
01R71093554,True,True,False,Case 1
01R71093555,True,True,False,Case 1
01R71093557,True,True,False,Case 1
01R71093560,True,False,True,Case 1
01R71093562,True,True,False,Case 1
01R71093563,True,True,False,Case 1
01R71093566,True,True,False,Case 1
01R71093568,True,True,False,Case 1
01R71093569,True,True,False,Case 1
01R71093571,True,True,False,Case 1
01R71093572,True,False,True,Case 1
01R71093573,True,False,True,Case 1
01R71093574,True,True,False,Case 1
01R71093575,True,True,False,Case 1
01R71093576,True,True,False,Case 1
01R71093577,True,False,True,Case 1
01R71093578,True,False,True,Case 1
01R71093579,True,False,True,Case 1
01R71093581,True,True,False,Case 1
01R71093585,True,True,False,Case 1
01R71093586,True,True,False,Case 1
01R71093589,True,True,False,Case 1
01R71093591,True,False,True,Case 1
01R71093594,True,False,True,Case 1
01R71093598,True,True,False,Case 1
01R71093600,True,False,True,Case 1
01R71093601,True,True,False,Case 1
01R71093605,True,False,True,Case 1
01R71093606,True,False,True,Case 1
01R71093607,True,False,True,Case 1
01R71093608,True,False,True,Case 1
01R71093609,True,True,False,Case 1
01R71093610,True,False,True,Case 1
01R71093611,True,True,False,Case 1
01R71093613,True,True,False,Case 1
01R71093614,True,True,False,Case 1
01R71093615,True,True,False,Case 1
01R71093617,True,False,True,Case 1
01R71093618,True,True,False,Case 1
01R71093619,True,True,False,Case 1
01R71093629,True,True,False,Case 1
01R71093644,True,True,False,Case 1
01R71093645,True,True,False,Case 1
01R71093649,True,True,False,Case 1
01R71093651,True,True,False,Case 1
01R71093656,True,True,False,Case 1
01R71093657,True,True,False,Case 1
01R71093659,True,True,False,Case 1
01R71093660,True,False,True,Case 1
01R71093661,True,True,False,Case 1
01R71093663,True,True,False,Case 1
01R71093664,True,False,True,Case 1
01R71093665,True,True,False,Case 1
01R71093666,True,True,False,Case 1
01R71093668,True,True,False,Case 1
01R71093670,True,False,True,Case 1
01R71093674,True,True,False,Case 1
01R71093675,True,False,True,Case 1
01R71093676,True,True,False,Case 1
01R71093677,True,False,True,Case 1
01R71093679,True,True,False,Case 1
01R71093680,True,False,True,Case 1
01R71093681,True,True,False,Case 1
01R71093682,True,True,False,Case 1
01R71093684,True,False,True,Case 1
01R71093685,True,True,False,Case 1
01R71093686,True,False,True,Case 1
01R71093687,True,False,True,Case 1
01R71093688,True,False,True,Case 1
01R71093689,True,True,False,Case 1
01R71093690,True,True,False,Case 1
01R71093691,True,False,False,Case 2
01R71093692,True,True,False,Case 1
01R71093693,True,True,False,Case 1
01R71093694,True,True,False,Case 1
01R71093695,True,True,False,Case 1
01R71093696,True,True,False,Case 1
01R71093697,True,False,True,Case 1
01R71093698,True,False,True,Case 1
01R71093699,True,False,True,Case 1
01R71093700,True,True,False,Case 1
01R71093701,True,True,False,Case 1
01R71093702,True,True,False,Case 1
01R71093704,True,True,False,Case 1
01R71093706,True,True,False,Case 1
01R71093707,True,True,False,Case 1
01R71093708,True,True,False,Case 1
01R71093710,True,False,True,Case 1
01R71093711,True,False,True,Case 1
01R71093712,True,True,False,Case 1
01R71093714,True,True,False,Case 1
01R71093715,True,False,True,Case 1
01R71093716,True,True,False,Case 1
01R71093720,True,True,False,Case 1
01R71093722,True,False,True,Case 1
01R71093723,True,False,True,Case 1
01R71093745,True,False,True,Case 1
01R71093749,True,True,False,Case 1
01R71093750,True,True,False,Case 1
01R71093752,True,True,False,Case 1
01R71093754,True,True,False,Case 1
01R71093757,True,True,False,Case 1
01R71093760,True,True,False,Case 1
01R71093764,True,True,False,Case 1
01R71093765,True,True,False,Case 1
01R71093766,True,False,True,Case 1
01R71093767,True,False,True,Case 1
01R71093768,True,True,False,Case 1
01R71093770,True,False,True,Case 1
01R71093771,True,True,False,Case 1
01R71093772,True,False,True,Case 1
01R71093774,True,False,True,Case 1
01R71093775,True,True,False,Case 1
01R71093779,True,True,False,Case 1
01R71093780,True,False,True,Case 1
01R71093781,True,False,True,Case 1
01R71093783,True,True,False,Case 1
01R71093785,True,True,False,Case 1
01R71093786,True,False,True,Case 1
01R71093787,True,False,True,Case 1
01R71093788,True,True,False,Case 1
01R71093791,True,True,False,Case 1
01R71093793,True,False,True,Case 1
01R71093794,True,False,True,Case 1
01R71093800,True,True,False,Case 1
01R71093802,True,False,True,Case 1
01R71093803,True,True,False,Case 1
01R71093804,True,True,False,Case 1
01R71093805,True,False,True,Case 1
01R71093807,True,True,False,Case 1
01R71093808,True,False,True,Case 1
01R71093809,True,False,True,Case 1
01R71093810,True,False,True,Case 1
01R71093811,True,False,True,Case 1
01R71093812,True,False,True,Case 1
01R71093814,True,True,False,Case 1
01R71093817,True,False,True,Case 1
01R71093818,True,True,False,Case 1
01R71093825,True,False,True,Case 1
01R71093826,True,True,False,Case 1
01R71093827,True,False,True,Case 1
01R71093829,True,False,True,Case 1
01R71093830,True,False,True,Case 1
01R71093831,True,False,True,Case 1
01R71093833,True,False,True,Case 1
01R71093835,True,False,True,Case 1
01R71093836,True,True,False,Case 1
01R71093837,True,True,False,Case 1
01R71093838,True,False,True,Case 1
01R71093839,True,True,False,Case 1
01R71093859,True,False,True,Case 1
01R71093863,True,True,False,Case 1
01R71093865,True,True,False,Case 1
01R71093870,True,False,True,Case 1
01R71093871,True,True,False,Case 1
01R71093872,True,False,True,Case 1
01R71093876,True,True,False,Case 1
01R71093880,True,True,False,Case 1
01R71093883,True,False,True,Case 1
01R71093884,True,True,False,Case 1
01R71093885,True,False,True,Case 1
01R71093886,True,True,False,Case 1
01R71093889,True,True,False,Case 1
01R71093891,True,True,False,Case 1
01R71093892,True,True,False,Case 1
01R71093894,True,True,False,Case 1
01R71093895,True,True,False,Case 1
01R71093896,True,False,True,Case 1
01R71093897,True,True,False,Case 1
01R71093898,True,False,True,Case 1
01R71093899,True,True,False,Case 1
01R71093901,True,False,True,Case 1
01R71093902,True,True,False,Case 1
01R71093903,True,True,False,Case 1
01R71093905,True,True,False,Case 1
01R71093906,True,True,False,Case 1
01R71093907,True,False,True,Case 1
01R71093909,True,True,False,Case 1
01R71093911,True,False,True,Case 1
01R71093914,True,True,False,Case 1
01R71093916,True,True,False,Case 1
01R71093917,True,True,False,Case 1
01R71093918,True,False,True,Case 1
01R71093919,True,False,True,Case 1
01R71093923,True,False,True,Case 1
01R71093926,True,False,True,Case 1
01R71093927,True,False,True,Case 1
01R71093944,True,False,True,Case 1
01R71093954,True,True,False,Case 1
01R71093955,True,True,False,Case 1
01R71093956,True,True,False,Case 1
01R71093957,True,True,False,Case 1
01R71093958,True,True,False,Case 1
01R71093962,True,True,False,Case 1
01R71093964,True,False,True,Case 1
01R71093967,True,True,False,Case 1
01R71093971,True,True,False,Case 1
01R71093973,True,False,True,Case 1
01R71093976,True,True,False,Case 1
01R71093977,True,False,True,Case 1
01R71093978,True,True,False,Case 1
01R71093979,True,True,False,Case 1
01R71093981,True,True,False,Case 1
01R71093982,True,False,False,Case 2
01R71093984,True,True,False,Case 1
01R71093985,True,False,True,Case 1
01R71093986,True,True,False,Case 1
01R71093987,True,True,False,Case 1
01R71093988,True,False,True,Case 1
01R71093989,True,True,False,Case 1
01R71093990,True,False,True,Case 1
01R71093991,True,False,True,Case 1
01R71093992,True,False,True,Case 1
01R71093993,True,False,True,Case 1
01R71093995,True,True,False,Case 1
01R71093998,True,True,False,Case 1
01R71093999,True,True,False,Case 1
01R71094001,True,True,False,Case 1
01R71094003,True,True,False,Case 1
01R71094005,True,False,True,Case 1
01R71094006,True,False,True,Case 1
01R71094007,True,False,True,Case 1
01R71094008,True,False,True,Case 1
01R71094009,True,False,True,Case 1
01R71094010,True,False,True,Case 1
01R71094013,True,True,False,Case 1
01R71094014,True,False,True,Case 1
01R71094015,True,True,False,Case 1
01R71094016,True,True,False,Case 1
01R71094017,True,False,True,Case 1
01R71094018,True,True,False,Case 1
01R71094019,True,False,True,Case 1
01R71094021,True,False,True,Case 1
01R71094023,True,False,True,Case 1
01R71094028,True,False,True,Case 1
01R71094029,True,False,True,Case 1
01R71094046,True,True,False,Case 1
01R71094047,True,True,False,Case 1
01R71094048,True,False,True,Case 1
01R71094049,True,True,False,Case 1
01R71094050,True,True,False,Case 1
01R71094052,True,True,False,Case 1
01R71094053,True,False,True,Case 1
01R71094058,True,True,False,Case 1
01R71094060,True,True,False,Case 1
01R71094061,True,True,False,Case 1
01R71094063,True,True,False,Case 1
01R71094064,True,False,True,Case 1
01R71094068,True,True,False,Case 1
01R71094069,True,True,False,Case 1
01R71094070,True,False,True,Case 1
01R71094071,True,True,False,Case 1
01R71094073,True,False,True,Case 1
01R71094074,True,True,False,Case 1
01R71094075,True,False,True,Case 1
01R71094076,True,True,False,Case 1
01R71094077,True,True,False,Case 1
01R71094079,True,True,False,Case 1
01R71094080,True,True,False,Case 1
01R71094083,True,True,False,Case 1
01R71094085,True,True,False,Case 1
01R71094086,True,True,False,Case 1
01R71094087,True,True,False,Case 1
01R71094088,True,False,True,Case 1
01R71094092,True,False,True,Case 1
01R71094093,True,True,False,Case 1
01R71094095,True,False,True,Case 1
01R71094097,True,False,True,Case 1
01R71094098,True,False,True,Case 1
01R71094099,True,True,False,Case 1
01R71094102,True,True,False,Case 1
01R71094103,True,True,False,Case 1
01R71094104,True,True,False,Case 1
01R71094105,True,True,False,Case 1
01R71094106,True,True,False,Case 1
01R71094109,True,True,False,Case 1
01R71094110,True,True,False,Case 1
01R71094113,True,False,True,Case 1
01R71094115,True,False,True,Case 1
01R71094116,True,False,True,Case 1
01R71094117,True,False,True,Case 1
01R71094118,True,False,True,Case 1
01R71094138,True,True,False,Case 1
01R71094140,True,True,False,Case 1
01R71094144,True,True,False,Case 1
01R71094147,True,True,False,Case 1
01R71094148,True,False,True,Case 1
01R71094149,True,True,False,Case 1
01R71094150,True,False,True,Case 1
01R71094152,True,True,False,Case 1
01R71094153,True,False,True,Case 1
01R71094154,True,False,True,Case 1
01R71094155,True,True,False,Case 1
01R71094156,True,False,True,Case 1
01R71094157,True,True,False,Case 1
01R71094161,True,False,True,Case 1
01R71094163,True,True,False,Case 1
01R71094164,True,False,True,Case 1
01R71094165,True,True,False,Case 1
01R71094166,True,False,True,Case 1
01R71094168,True,True,False,Case 1
01R71094169,True,True,False,Case 1
01R71094171,True,True,False,Case 1
01R71094172,True,False,True,Case 1
