fecha,remision,origen,desitno,placa,kilometros
18/10/2020,29R70201484,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-119-489,4
12/10/2020,06R70125970,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-502,62
12/10/2020,08R70013427,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-502,21
12/10/2020,14R70236466,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-502,61
12/10/2020,14R70236490,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-502,20
13/10/2020,01R71101291,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-502,19
13/10/2020,06R70125975,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-502,62
13/10/2020,14R70236479,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-502,29
13/10/2020,14R70236487,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-502,61
13/10/2020,14R70236539,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-502,61
13/10/2020,95R70007989,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-502,8
14/10/2020,01R71101490,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-502,24
14/10/2020,06R70125988,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-502,62
14/10/2020,08R70013444,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-502,21
14/10/2020,14R70236581,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-502,61
14/10/2020,14R70236589,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-502,20
14/10/2020,14R70236605,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-502,29
15/10/2020,01R71101496,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-502,19
15/10/2020,06R70126025,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-502,62
15/10/2020,14R70236649,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-502,59
15/10/2020,14R70236651,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-502,29
15/10/2020,14R70236665,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-502,29
15/10/2020,14R70236679,14 - NIXAPA                        ,AB - RANSA                         ,C-119-502,14
15/10/2020,90R70018005,AB - RANSA                         ,14 - NIXAPA                        ,C-119-502,7
15/10/2020,95R70007997,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-502,8
16/10/2020,01R71101667,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-502,24
16/10/2020,05R70247615,05 - SAN MIGUEL                    ,14 - NIXAPA                        ,C-119-502,138
16/10/2020,14R70236595,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-502,29
16/10/2020,14R70236630,14 - NIXAPA                        ,05 - SAN MIGUEL                    ,C-119-502,143
17/10/2020,01R71101765,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-502,24
17/10/2020,05R70247680,05 - SAN MIGUEL                    ,14 - NIXAPA                        ,C-119-502,138
17/10/2020,14R70236691,14 - NIXAPA                        ,05 - SAN MIGUEL                    ,C-119-502,143
17/10/2020,14R70236753,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-502,29
18/10/2020,01R71101862,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-502,24
18/10/2020,01R71101896,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-502,24
18/10/2020,14R70236713,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-502,29
12/10/2020,01R71101280,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-504,24
12/10/2020,07R70079205,07 - USULUTAN                      ,01 - PLANTA SOYAPANGO              ,C-119-504,117
12/10/2020,08R70013429,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-504,21
12/10/2020,14R70236474,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-504,29
12/10/2020,14R70236506,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-504,20
13/10/2020,01R71101337,01 - PLANTA SOYAPANGO              ,11 - CHALATENANGO                  ,C-119-504,52
13/10/2020,11R70058570,11 - CHALATENANGO                  ,14 - NIXAPA                        ,C-119-504,44
13/10/2020,14R70236491,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-504,59
13/10/2020,14R70236550,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-504,29
13/10/2020,94R70056577,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-504,59
14/10/2020,01R71101472,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-504,24
14/10/2020,01R71101508,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-504,24
14/10/2020,08R70013442,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-504,21
14/10/2020,14R70236489,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-504,20
14/10/2020,14R70236583,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-504,61
14/10/2020,14R70236588,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-504,29
15/10/2020,01R71101575,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-504,24
15/10/2020,01R71101615,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-504,24
15/10/2020,06R70126019,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-504,62
15/10/2020,14R70236670,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-504,29
15/10/2020,14R70236689,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-504,19
15/10/2020,92R70010511,92 - OPERADOR LOGISTICO            ,01 - PLANTA SOYAPANGO              ,C-119-504,18
15/10/2020,94R70056609,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-504,59
16/10/2020,01R71101598,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-504,19
16/10/2020,01R71101678,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-504,24
16/10/2020,14R70236653,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-504,29
16/10/2020,14R70236724,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-504,29
16/10/2020,14R70236783,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-504,19
16/10/2020,91R70003402,TA - Taller Arianita,14 - NIXAPA                        ,C-119-504,15
16/10/2020,92R70010519,92 - OPERADOR LOGISTICO            ,06 - SONSONATE                     ,C-119-504,68
16/10/2020,95R70008001,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-504,8
17/10/2020,01R71101696,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-504,19
17/10/2020,01R71101844,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-504,24
17/10/2020,06R70126044,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-504,62
17/10/2020,14R70236726,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-504,29
17/10/2020,14R70236756,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-504,29
17/10/2020,14R70236802,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-504,19
17/10/2020,92R70010526,92 - OPERADOR LOGISTICO            ,01 - PLANTA SOYAPANGO              ,C-119-504,18
17/10/2020,95R70008006,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-504,8
18/10/2020,01R71101876,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-504,24
18/10/2020,01R71101901,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-504,24
18/10/2020,14R70236702,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-504,29
12/10/2020,14R70236545,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-550,29
13/10/2020,01R71101364,01 - PLANTA SOYAPANGO              ,07 - USULUTAN                      ,C-119-550,117
13/10/2020,01R71101394,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-550,24
13/10/2020,07R70079213,07 - USULUTAN                      ,01 - PLANTA SOYAPANGO              ,C-119-550,117
14/10/2020,05R70247526,05 - SAN MIGUEL                    ,12 - LA UNION                      ,C-119-550,56
14/10/2020,05R70247574,05 - SAN MIGUEL                    ,14 - NIXAPA                        ,C-119-550,138
14/10/2020,12R70038133,12 - LA UNION                      ,05 - SAN MIGUEL                    ,C-119-550,56
14/10/2020,14R70236574,14 - NIXAPA                        ,05 - SAN MIGUEL                    ,C-119-550,143
14/10/2020,14R70236640,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-550,61
15/10/2020,01R71101559,01 - PLANTA SOYAPANGO              ,07 - USULUTAN                      ,C-119-550,117
15/10/2020,06R70126021,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-550,62
15/10/2020,07R70079223,07 - USULUTAN                      ,14 - NIXAPA                        ,C-119-550,135
15/10/2020,14R70236603,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-550,29
16/10/2020,05R70247613,05 - SAN MIGUEL                    ,14 - NIXAPA                        ,C-119-550,138
16/10/2020,06R70126043,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-550,62
16/10/2020,14R70236631,14 - NIXAPA                        ,05 - SAN MIGUEL                    ,C-119-550,143
16/10/2020,14R70236707,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-550,61
17/10/2020,01R71101751,01 - PLANTA SOYAPANGO              ,07 - USULUTAN                      ,C-119-550,117
17/10/2020,07R70079231,07 - USULUTAN                      ,14 - NIXAPA                        ,C-119-550,135
17/10/2020,14R70236711,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-550,29
12/10/2020,01R71101295,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,5.5
12/10/2020,01R71101342,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,5.5
12/10/2020,29R70201144,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-058,4
12/10/2020,29R70201173,29 - PLANTA JUGO SAN SALV.         ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-118-058,40
12/10/2020,29R70201194,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-058,4
12/10/2020,93R70070375,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,40
13/10/2020,01R71101375,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,5.5
13/10/2020,29R70201158,29 - PLANTA JUGO SAN SALV.         ,94 - C.D. SAN LUIS TALPA           ,C-118-058,37
13/10/2020,29R70201206,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-058,4
13/10/2020,94R70056576,94 - C.D. SAN LUIS TALPA           ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,37
14/10/2020,05R70247527,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,124
14/10/2020,29R70201250,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-058,4
14/10/2020,29R70201265,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-118-058,124
15/10/2020,01R71101562,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,5.5
15/10/2020,01R71101574,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,5.5
15/10/2020,29R70201321,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-058,4
17/10/2020,01R71101800,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,5.5
17/10/2020,05R70247713,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,124
17/10/2020,29R70201347,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-118-058,124
17/10/2020,29R70201409,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-058,4
18/10/2020,01R71101879,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,5.5
18/10/2020,01R71101891,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-058,5.5
18/10/2020,29R70201429,29 - PLANTA JUGO SAN SALV.         ,94 - C.D. SAN LUIS TALPA           ,C-118-058,37
18/10/2020,29R70201477,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-058,4
18/10/2020,29R70201493,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-058,4
13/10/2020,01R71101447,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-118-070,24
13/10/2020,06R70125980,06 - SONSONATE                     ,14 - NIXAPA                        ,C-118-070,62
13/10/2020,14R70236467,14 - NIXAPA                        ,06 - SONSONATE                     ,C-118-070,61
13/10/2020,14R70236567,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-118-070,19
13/10/2020,92R70010496,92 - OPERADOR LOGISTICO            ,01 - PLANTA SOYAPANGO              ,C-118-070,18
14/10/2020,01R71101460,01 - PLANTA SOYAPANGO              ,07 - USULUTAN                      ,C-118-070,117
14/10/2020,07R70079219,07 - USULUTAN                      ,14 - NIXAPA                        ,C-118-070,135
14/10/2020,14R70236611,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-118-070,29
15/10/2020,01R71101497,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-118-070,19
15/10/2020,14R70236662,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-118-070,29
15/10/2020,14R70236666,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-118-070,29
15/10/2020,14R70236687,14 - NIXAPA                        ,AB - RANSA                         ,C-118-070,14
15/10/2020,90R70018006,AB - RANSA                         ,14 - NIXAPA                        ,C-118-070,7
15/10/2020,95R70007996,AW - WALLMART                      ,14 - NIXAPA                        ,C-118-070,8
16/10/2020,01R71101670,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-118-070,24
16/10/2020,06R70126039,06 - SONSONATE                     ,14 - NIXAPA                        ,C-118-070,62
16/10/2020,08R70013459,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-118-070,21
16/10/2020,14R70236594,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-118-070,29
16/10/2020,14R70236637,14 - NIXAPA                        ,06 - SONSONATE                     ,C-118-070,61
16/10/2020,14R70236768,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-118-070,20
17/10/2020,01R71101763,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-118-070,24
17/10/2020,01R71101855,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-118-070,24
17/10/2020,08R70013467,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-118-070,21
17/10/2020,14R70236700,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-118-070,59
17/10/2020,14R70236760,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-118-070,29
17/10/2020,14R70236796,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-118-070,19
17/10/2020,92R70010522,92 - OPERADOR LOGISTICO            ,08 - PASATIEMPO                    ,C-118-070,31
17/10/2020,94R70056622,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-118-070,59
18/10/2020,01R71101885,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-118-070,24
18/10/2020,14R70236764,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-118-070,29
12/10/2020,06R70125943,06 - SONSONATE                     ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,81
12/10/2020,29R70201156,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-119-063,81
12/10/2020,29R70201218,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-119-063,124
13/10/2020,05R70247504,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,124
14/10/2020,06R70126017,06 - SONSONATE                     ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,81
14/10/2020,29R70201251,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-119-063,4
14/10/2020,29R70201271,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-119-063,81
15/10/2020,01R71101553,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,5.5
15/10/2020,06R70126024,06 - SONSONATE                     ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,81
15/10/2020,29R70201269,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-119-063,81
17/10/2020,01R71101796,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,5.5
17/10/2020,05R70247708,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,124
17/10/2020,29R70201367,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-119-063,124
17/10/2020,29R70201413,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-119-063,4
17/10/2020,29R70201495,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-119-063,4
18/10/2020,01R71101874,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,5.5
18/10/2020,01R71101886,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,5.5
18/10/2020,01R71101897,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-119-063,5.5
18/10/2020,29R70201475,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-119-063,4
18/10/2020,29R70201483,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-119-063,4
12/10/2020,05R70247495,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-117-183,124
12/10/2020,29R70201137,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-117-183,124
12/10/2020,93R70070329,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-117-183,40
13/10/2020,29R70201157,29 - PLANTA JUGO SAN SALV.         ,94 - C.D. SAN LUIS TALPA           ,C-117-183,37
13/10/2020,94R70056574,94 - C.D. SAN LUIS TALPA           ,29 - PLANTA JUGO SAN SALV.         ,C-117-183,37
13/10/2020,01R71101407,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-117-884,5.5
13/10/2020,04R70265902,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-117-884,74
13/10/2020,29R70201189,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-117-884,4
13/10/2020,29R70201190,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-117-884,74
13/10/2020,29R70201192,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-117-884,4
14/10/2020,01R71101471,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-117-884,5.5
14/10/2020,29R70201217,29 - PLANTA JUGO SAN SALV.         ,94 - C.D. SAN LUIS TALPA           ,C-117-884,37
14/10/2020,94R70056585,94 - C.D. SAN LUIS TALPA           ,29 - PLANTA JUGO SAN SALV.         ,C-117-884,37
17/10/2020,01R71101807,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-117-884,5.5
17/10/2020,01R71101815,01 - PLANTA SOYAPANGO              ,17 - EXPORTACIONES CERVEZA         ,C-117-884,4
17/10/2020,01R71101823,01 - PLANTA SOYAPANGO              ,17 - EXPORTACIONES CERVEZA         ,C-117-884,4
17/10/2020,17R70131007,17 - EXPORTACIONES CERVEZA         ,01 - PLANTA SOYAPANGO              ,C-117-884,4
17/10/2020,17R70131053,17 - EXPORTACIONES CERVEZA         ,29 - PLANTA JUGO SAN SALV.         ,C-117-884,1
17/10/2020,29R70201408,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-117-884,4
17/10/2020,29R70201453,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-117-884,4
18/10/2020,01R71101877,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-117-884,5.5
18/10/2020,05R70247717,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-117-884,124
18/10/2020,29R70201420,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-117-884,124
18/10/2020,29R70201494,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-117-884,4
15/10/2020,01R71101650,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-549,5.5
15/10/2020,04R70265985,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-118-549,74
15/10/2020,06R70126028,06 - SONSONATE                     ,29 - PLANTA JUGO SAN SALV.         ,C-118-549,81
15/10/2020,29R70201316,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-118-549,74
15/10/2020,29R70201326,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-118-549,81
15/10/2020,29R70201384,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-549,4
16/10/2020,01R71101669,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-549,5.5
16/10/2020,29R70201300,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-549,4
16/10/2020,29R70201379,29 - PLANTA JUGO SAN SALV.         ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-118-549,40
16/10/2020,93R70070428,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-118-549,40
13/10/2020,01R71101415,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,5.5
13/10/2020,01R71101457,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,5.5
13/10/2020,29R70201193,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-929,4
13/10/2020,29R70201212,29 - PLANTA JUGO SAN SALV.         ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-118-929,40
13/10/2020,29R70201234,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-929,4
13/10/2020,93R70070390,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,40
14/10/2020,29R70201276,29 - PLANTA JUGO SAN SALV.         ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-118-929,40
14/10/2020,93R70070402,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,40
15/10/2020,01R71101585,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,5.5
15/10/2020,01R71101594,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,5.5
15/10/2020,05R70247606,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,124
15/10/2020,29R70201309,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-929,4
15/10/2020,29R70201317,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-929,4
15/10/2020,29R70201319,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-118-929,124
16/10/2020,01R71101673,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,5.5
16/10/2020,29R70201291,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-118-929,4
17/10/2020,05R70247712,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,124
17/10/2020,29R70201371,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-118-929,124
18/10/2020,04R70266024,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-118-929,74
18/10/2020,29R70201418,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-118-929,74
13/10/2020,01R71101399,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-257,5.5
13/10/2020,05R70247516,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-116-257,124
13/10/2020,29R70201219,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-116-257,124
13/10/2020,29R70201232,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-257,4
14/10/2020,01R71101481,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-257,5.5
14/10/2020,29R70201216,29 - PLANTA JUGO SAN SALV.         ,94 - C.D. SAN LUIS TALPA           ,C-116-257,37
14/10/2020,29R70201262,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-257,4
14/10/2020,94R70056586,94 - C.D. SAN LUIS TALPA           ,29 - PLANTA JUGO SAN SALV.         ,C-116-257,37
15/10/2020,01R71101606,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-257,5.5
15/10/2020,01R71101649,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-257,5.5
15/10/2020,04R70265983,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-116-257,74
15/10/2020,29R70201305,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-257,4
15/10/2020,29R70201382,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-257,4
16/10/2020,01R71101660,01 - PLANTA SOYAPANGO              ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-116-257,36
16/10/2020,29R70201299,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-257,4
16/10/2020,93R70070423,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-116-257,40
17/10/2020,01R71101813,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-257,5.5
17/10/2020,29R70201400,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-257,4
13/10/2020,01R71101448,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,5.5
13/10/2020,04R70265900,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,74
