fecha,remision,origen,desitno,placa,kilometros
13/10/2020,29R70201220,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-116-298,74
13/10/2020,29R70201235,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-298,4
14/10/2020,01R71101478,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,5.5
14/10/2020,29R70201254,29 - PLANTA JUGO SAN SALV.         ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-116-298,40
14/10/2020,29R70201273,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-298,4
14/10/2020,93R70070404,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,40
15/10/2020,01R71101584,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,5.5
15/10/2020,01R71101591,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,5.5
15/10/2020,05R70247605,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,124
15/10/2020,29R70201296,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-116-298,124
15/10/2020,29R70201310,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-298,4
15/10/2020,29R70201318,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-298,4
16/10/2020,01R71101672,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,5.5
16/10/2020,29R70201302,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-298,4
17/10/2020,01R71101810,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,5.5
17/10/2020,29R70201396,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-116-298,74
17/10/2020,29R70201401,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-298,4
18/10/2020,01R71101887,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,5.5
18/10/2020,04R70266015,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-116-298,74
18/10/2020,29R70201482,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-298,4
13/10/2020,01R71101387,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,5.5
13/10/2020,06R70125981,06 - SONSONATE                     ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,81
13/10/2020,29R70201222,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-116-350,81
15/10/2020,01R71101588,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,5.5
15/10/2020,04R70265984,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,74
15/10/2020,29R70201294,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-350,4
15/10/2020,29R70201312,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-350,4
15/10/2020,29R70201315,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-116-350,74
16/10/2020,01R71101653,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,5.5
16/10/2020,06R70126036,06 - SONSONATE                     ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,81
16/10/2020,29R70201325,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-116-350,81
17/10/2020,01R71101856,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,5.5
17/10/2020,04R70266008,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,74
17/10/2020,29R70201363,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-116-350,74
17/10/2020,29R70201397,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-350,4
17/10/2020,29R70201447,29 - PLANTA JUGO SAN SALV.         ,TA - Taller Arianita,C-116-350,28
18/10/2020,01R71101880,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,5.5
18/10/2020,05R70247720,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-116-350,124
18/10/2020,29R70201419,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-116-350,124
18/10/2020,29R70201492,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-116-350,4
12/10/2020,01R71101209,01 - PLANTA SOYAPANGO              ,31 - DISTR. AGUA Y JUGO            ,C-117-360,4
12/10/2020,01R71101312,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-360,24
12/10/2020,14R70236477,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-360,29
12/10/2020,31R70374084,31 - DISTR. AGUA Y JUGO            ,01 - PLANTA SOYAPANGO              ,C-117-360,4
13/10/2020,01R71101376,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-360,24
13/10/2020,14R70236354,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-117-360,59
13/10/2020,14R70236463,14 - NIXAPA                        ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-117-360,62
13/10/2020,14R70236613,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-360,29
13/10/2020,93R70070388,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-117-360,57
13/10/2020,94R70056584,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-117-360,59
14/10/2020,01R71101401,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-117-360,19
14/10/2020,01R71101482,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-360,24
14/10/2020,08R70013445,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-117-360,21
14/10/2020,14R70236590,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-117-360,20
14/10/2020,14R70236598,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-360,29
14/10/2020,14R70236608,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-360,29
14/10/2020,95R70007993,AW - WALLMART                      ,14 - NIXAPA                        ,C-117-360,8
15/10/2020,01R71101554,01 - PLANTA SOYAPANGO              ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-117-360,36
15/10/2020,06R70126030,06 - SONSONATE                     ,14 - NIXAPA                        ,C-117-360,62
15/10/2020,14R70236641,14 - NIXAPA                        ,06 - SONSONATE                     ,C-117-360,61
15/10/2020,93R70070412,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-117-360,57
16/10/2020,08R70013456,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-117-360,21
16/10/2020,14R70236716,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-117-360,20
16/10/2020,14R70236725,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-360,29
16/10/2020,14R70236776,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-117-360,19
16/10/2020,92R70010517,92 - OPERADOR LOGISTICO            ,14 - NIXAPA                        ,C-117-360,10
17/10/2020,01R71101701,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-117-360,19
17/10/2020,01R71101757,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-360,24
17/10/2020,06R70126072,06 - SONSONATE                     ,14 - NIXAPA                        ,C-117-360,62
17/10/2020,14R70236712,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-360,29
17/10/2020,14R70236740,14 - NIXAPA                        ,06 - SONSONATE                     ,C-117-360,61
17/10/2020,95R70008007,AW - WALLMART                      ,14 - NIXAPA                        ,C-117-360,8
18/10/2020,01R71101894,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-360,24
18/10/2020,14R70236754,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-360,29
12/10/2020,01R71101279,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-361,24
12/10/2020,01R71101315,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-361,24
12/10/2020,14R70236511,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-117-361,19
12/10/2020,14R70236542,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-361,29
12/10/2020,92R70010479,92 - OPERADOR LOGISTICO            ,01 - PLANTA SOYAPANGO              ,C-117-361,18
13/10/2020,01R71101381,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-361,24
13/10/2020,08R70013434,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-117-361,21
13/10/2020,08R70013438,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-117-361,21
13/10/2020,14R70236488,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-117-361,20
13/10/2020,14R70236531,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-117-361,20
13/10/2020,14R70236544,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-361,29
14/10/2020,01R71101474,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-361,24
14/10/2020,01R71101492,01 - PLANTA SOYAPANGO              ,07 - USULUTAN                      ,C-117-361,117
14/10/2020,01R71101549,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-361,24
14/10/2020,07R70079220,07 - USULUTAN                      ,14 - NIXAPA                        ,C-117-361,135
14/10/2020,14R70236547,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-361,29
14/10/2020,14R70236604,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-361,29
16/10/2020,01R71101753,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-361,24
16/10/2020,14R70236650,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-361,29
17/10/2020,01R71101778,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-361,24
17/10/2020,06R70126070,06 - SONSONATE                     ,14 - NIXAPA                        ,C-117-361,62
17/10/2020,08R70013462,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-117-361,21
17/10/2020,08R70013465,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-117-361,21
17/10/2020,14R70236642,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-361,29
17/10/2020,14R70236743,14 - NIXAPA                        ,06 - SONSONATE                     ,C-117-361,61
17/10/2020,14R70236750,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-117-361,20
17/10/2020,14R70236786,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-117-361,20
18/10/2020,01R71101895,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-117-361,24
18/10/2020,14R70236718,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-117-361,29
12/10/2020,01R71101297,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,5.5
12/10/2020,01R71101317,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,5.5
12/10/2020,29R70201141,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-61-568,4
12/10/2020,29R70201174,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-61-568,4
12/10/2020,93R70070327,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,40
13/10/2020,01R71101373,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,5.5
13/10/2020,29R70201155,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-61-568,81
13/10/2020,29R70201207,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-61-568,4
14/10/2020,01R71101499,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,5.5
14/10/2020,04R70265975,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,74
14/10/2020,29R70201256,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-61-568,4
14/10/2020,29R70201268,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-61-568,74
15/10/2020,01R71101563,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,5.5
15/10/2020,29R70201249,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-61-568,4
15/10/2020,29R70201323,29 - PLANTA JUGO SAN SALV.         ,94 - C.D. SAN LUIS TALPA           ,C-61-568,37
16/10/2020,01R71101694,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,5.5
16/10/2020,01R71101703,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,5.5
16/10/2020,04R70265997,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,74
16/10/2020,29R70201349,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-61-568,4
16/10/2020,29R70201359,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-61-568,4
16/10/2020,29R70201365,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-61-568,74
16/10/2020,29R70201430,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-61-568,4
17/10/2020,01R71101758,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,5.5
17/10/2020,06R70126047,06 - SONSONATE                     ,29 - PLANTA JUGO SAN SALV.         ,C-61-568,81
17/10/2020,29R70201369,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-61-568,81
12/10/2020,01R71101283,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,5.5
12/10/2020,01R71101296,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,5.5
12/10/2020,04R70265896,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,74
12/10/2020,29R70201142,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-64-846,4
12/10/2020,29R70201147,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-64-846,4
12/10/2020,29R70201184,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-64-846,74
13/10/2020,01R71101377,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,5.5
13/10/2020,29R70201183,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-64-846,4
13/10/2020,29R70201187,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-64-846,4
14/10/2020,01R71101504,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,5.5
14/10/2020,01R71101551,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,5.5
14/10/2020,29R70201252,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-64-846,4
14/10/2020,29R70201259,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-64-846,4
15/10/2020,07R70079221,07 - USULUTAN                      ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,115
15/10/2020,29R70201327,29 - PLANTA JUGO SAN SALV.         ,07 - USULUTAN                      ,C-64-846,115
16/10/2020,01R71101706,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,5.5
16/10/2020,04R70265995,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,74
16/10/2020,29R70201346,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-64-846,4
16/10/2020,29R70201361,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-64-846,4
16/10/2020,29R70201366,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-64-846,74
17/10/2020,01R71101754,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,5.5
17/10/2020,01R71101761,01 - PLANTA SOYAPANGO              ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-64-846,36
17/10/2020,29R70201415,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-64-846,4
17/10/2020,93R70070436,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-64-846,40
15/10/2020,04R70265986,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-100-544,74
15/10/2020,29R70201295,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-544,4
15/10/2020,29R70201304,29 - PLANTA JUGO SAN SALV.         ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-100-544,40
15/10/2020,29R70201314,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-100-544,74
15/10/2020,93R70070421,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-100-544,40
16/10/2020,01R71101664,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-544,5.5
16/10/2020,07R70079225,07 - USULUTAN                      ,29 - PLANTA JUGO SAN SALV.         ,C-100-544,115
16/10/2020,29R70201328,29 - PLANTA JUGO SAN SALV.         ,07 - USULUTAN                      ,C-100-544,115
17/10/2020,01R71101797,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-544,5.5
17/10/2020,01R71101811,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-544,5.5
17/10/2020,29R70201411,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-544,4
17/10/2020,29R70201416,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-100-544,74
17/10/2020,29R70201450,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-544,4
18/10/2020,01R71101889,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-544,5.5
18/10/2020,01R71101899,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-544,5.5
18/10/2020,04R70266016,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-100-544,74
18/10/2020,29R70201474,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-544,4
18/10/2020,29R70201481,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-544,4
13/10/2020,01R71101402,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
13/10/2020,05R70247517,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,124
13/10/2020,29R70201215,29 - PLANTA JUGO SAN SALV.         ,05 - SAN MIGUEL                    ,C-100-587,124
13/10/2020,29R70201233,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
14/10/2020,01R71101486,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
14/10/2020,29R70201261,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
15/10/2020,01R71101587,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
15/10/2020,01R71101602,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
15/10/2020,01R71101645,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
15/10/2020,29R70201293,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
15/10/2020,29R70201297,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
15/10/2020,29R70201307,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
15/10/2020,29R70201313,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
16/10/2020,01R71101662,01 - PLANTA SOYAPANGO              ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-100-587,36
16/10/2020,01R71101666,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
16/10/2020,29R70201376,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
16/10/2020,93R70070429,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,40
17/10/2020,01R71101784,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
17/10/2020,01R71101808,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
17/10/2020,01R71101818,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
17/10/2020,01R71101850,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,5.5
17/10/2020,29R70201394,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
17/10/2020,29R70201407,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
17/10/2020,29R70201414,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
17/10/2020,29R70201454,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-100-587,4
18/10/2020,04R70266025,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-100-587,74
18/10/2020,29R70201417,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-100-587,74
12/10/2020,01R71101278,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
12/10/2020,01R71101287,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
12/10/2020,01R71101301,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
12/10/2020,01R71101356,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
12/10/2020,29R70201140,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
12/10/2020,29R70201145,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
12/10/2020,29R70201211,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
13/10/2020,29R70201213,29 - PLANTA JUGO SAN SALV.         ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-104-742,40
13/10/2020,93R70070377,93 - C.DE VENTAS SAN RAFAEL CEDROS ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,40
14/10/2020,01R71101505,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
14/10/2020,29R70201253,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
14/10/2020,29R70201258,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
15/10/2020,01R71101552,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
15/10/2020,06R70126023,06 - SONSONATE                     ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,81
15/10/2020,29R70201270,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-104-742,81
16/10/2020,01R71101697,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
16/10/2020,01R71101708,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
16/10/2020,01R71101748,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
16/10/2020,29R70201358,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
16/10/2020,29R70201375,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
16/10/2020,29R70201427,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
16/10/2020,29R70201436,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
17/10/2020,01R71101770,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
17/10/2020,01R71101775,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-104-742,5.5
17/10/2020,29R70201406,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-104-742,4
13/10/2020,29R70201188,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-108-847,4
14/10/2020,01R71101469,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-108-847,5.5
14/10/2020,01R71101485,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-108-847,5.5
14/10/2020,29R70201263,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-108-847,4
12/10/2020,04R70265891,04 - SANTA ANA                     ,29 - PLANTA JUGO SAN SALV.         ,C-70-165,74
12/10/2020,29R70201153,29 - PLANTA JUGO SAN SALV.         ,04 - SANTA ANA                     ,C-70-165,74
12/10/2020,29R70201208,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-70-165,4
12/10/2020,94R70056568,94 - C.D. SAN LUIS TALPA           ,29 - PLANTA JUGO SAN SALV.         ,C-70-165,37
13/10/2020,01R71101371,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-70-165,5.5
13/10/2020,06R70125976,06 - SONSONATE                     ,29 - PLANTA JUGO SAN SALV.         ,C-70-165,81
13/10/2020,29R70201154,29 - PLANTA JUGO SAN SALV.         ,06 - SONSONATE                     ,C-70-165,81
14/10/2020,01R71101502,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-70-165,5.5
14/10/2020,05R70247579,05 - SAN MIGUEL                    ,29 - PLANTA JUGO SAN SALV.         ,C-70-165,124
