fecha,remision,origen,destino,placa,kilometros
13/4/2020,06R70123329,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-111,62
13/4/2020,14R70227513,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-111,61
13/4/2020,14R70227718,14 - NIXAPA                        ,AB - RANSA                         ,C-119-111,14
13/4/2020,14R70227750,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
14/4/2020,01R71085979,01 - PLANTA SOYAPANGO              ,11 - CHALATENANGO                  ,C-119-111,52
14/4/2020,11R70057382,11 - CHALATENANGO                  ,14 - NIXAPA                        ,C-119-111,44
15/4/2020,01R71086128,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
15/4/2020,08R70012305,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-111,21
15/4/2020,14R70227676,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
15/4/2020,14R70227703,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-111,20
15/4/2020,14R70227832,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-111,54
16/4/2020,04R70262061,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-111,55
16/4/2020,06R70123364,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-111,62
16/4/2020,14R70227783,14 - NIXAPA                        ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-111,57
16/4/2020,14R70227874,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-111,61
16/4/2020,93R70068001,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-119-111,57
17/4/2020,01R71086326,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-111,19
17/4/2020,08R70012330,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-111,21
17/4/2020,14R70227886,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-111,61
17/4/2020,14R70227888,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-111,20
17/4/2020,14R70227922,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
17/4/2020,95R70007397,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-111,8
18/4/2020,01R71086425,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
18/4/2020,01R71086454,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
18/4/2020,06R70123377,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-111,62
18/4/2020,14R70227974,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
18/4/2020,14R70227981,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
19/4/2020,14R70228020,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-111,54
19/4/2020,14R70228061,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-111,19
19/4/2020,14R70228065,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-111,19
19/4/2020,92R70009674,92 - OPERADOR LOGISTICO            ,14 - NIXAPA                        ,C-119-111,10
19/4/2020,92R70009678,92 - OPERADOR LOGISTICO            ,14 - NIXAPA                        ,C-119-111,10
13/4/2020,01R71085933,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
13/4/2020,14R70227680,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
13/4/2020,14R70227693,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-460,54
13/4/2020,14R70227720,14 - NIXAPA                        ,AB - RANSA                         ,C-119-460,14
14/4/2020,04R70261981,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-460,55
14/4/2020,08R70012292,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-460,21
14/4/2020,14R70227706,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-460,20
14/4/2020,14R70227758,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-460,61
14/4/2020,14R70227778,14 - NIXAPA                        ,AB - RANSA                         ,C-119-460,14
15/4/2020,01R71086039,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-460,19
15/4/2020,01R71086127,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
15/4/2020,06R70123345,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
15/4/2020,14R70227742,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
15/4/2020,14R70227808,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
15/4/2020,14R70227825,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-460,54
15/4/2020,95R70007390,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-460,8
16/4/2020,04R70262062,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-460,55
16/4/2020,06R70123363,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
16/4/2020,08R70012318,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-460,21
16/4/2020,14R70227755,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-460,61
16/4/2020,14R70227835,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-460,61
16/4/2020,14R70227863,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-460,20
17/4/2020,01R71086353,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
17/4/2020,06R70123367,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
17/4/2020,06R70123373,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
17/4/2020,14R70227834,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-460,61
17/4/2020,14R70227897,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
17/4/2020,14R70227908,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
18/4/2020,01R71086403,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
18/4/2020,01R71086507,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
18/4/2020,14R70227916,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-460,59
18/4/2020,14R70227988,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
18/4/2020,94R70055001,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-460,59
19/4/2020,01R71086536,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
19/4/2020,01R71086560,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
19/4/2020,14R70227986,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
19/4/2020,14R70228035,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-460,20
19/4/2020,14R70228042,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
19/4/2020,14R70228066,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-460,19
19/4/2020,92R70009681,92 - OPERADOR LOGISTICO            ,14 - NIXAPA                        ,C-119-460,10
13/4/2020,01R71085947,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
13/4/2020,14R70227687,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
13/4/2020,93R70067944,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-119-458,57
13/4/2020,94R70054957,94 - C.D. SAN LUIS TALPA           ,01 - PLANTA SOYAPANGO              ,C-119-458,41
14/4/2020,01R71086013,01 - PLANTA SOYAPANGO              ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-458,36
14/4/2020,04R70262041,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-458,55
14/4/2020,14R70227729,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-458,54
14/4/2020,14R70227777,14 - NIXAPA                        ,AB - RANSA                         ,C-119-458,14
14/4/2020,14R70227809,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
14/4/2020,93R70067957,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-119-458,57
15/4/2020,01R71086102,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
15/4/2020,01R71086180,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
15/4/2020,06R70123350,06 - SONSONATE                     ,01 - PLANTA SOYAPANGO              ,C-119-458,85
15/4/2020,14R70227737,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-458,61
15/4/2020,14R70227769,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-458,59
15/4/2020,94R70054969,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-458,59
16/4/2020,01R71086211,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
16/4/2020,01R71086231,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
16/4/2020,08R70012310,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-458,21
16/4/2020,14R70227440,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
16/4/2020,14R70227797,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-458,20
16/4/2020,14R70227844,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
16/4/2020,29R70192561,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-119-458,4
17/4/2020,01R71086303,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-119-458,5.5
17/4/2020,01R71086321,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-119-458,5.5
17/4/2020,06R70123375,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-458,62
17/4/2020,14R70227892,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-458,61
17/4/2020,14R70227927,14 - NIXAPA                        ,AW - WALLMART                      ,C-119-458,12
17/4/2020,29R70192563,29 - PLANTA JUGO SAN SALV.         ,01 - PLANTA SOYAPANGO              ,C-119-458,4
18/4/2020,01R71086333,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-458,19
18/4/2020,01R71086422,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
18/4/2020,01R71086488,01 - PLANTA SOYAPANGO              ,11 - CHALATENANGO                  ,C-119-458,52
18/4/2020,14R70227975,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
18/4/2020,14R70227980,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
18/4/2020,14R70227985,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
18/4/2020,95R70007405,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-458,8
19/4/2020,01R71086576,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
19/4/2020,11R70057428,11 - CHALATENANGO                  ,14 - NIXAPA                        ,C-119-458,44
19/4/2020,14R70228029,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
19/4/2020,14R70228051,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-458,59
19/4/2020,14R70228062,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-458,19
19/4/2020,92R70009675,92 - OPERADOR LOGISTICO            ,14 - NIXAPA                        ,C-119-458,10
13/4/2020,01R71085941,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-464,24
13/4/2020,14R70227674,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-464,29
13/4/2020,14R70227685,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-464,29
13/4/2020,14R70227709,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-464,59
13/4/2020,94R70054951,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-464,59
14/4/2020,01R71085980,01 - PLANTA SOYAPANGO              ,11 - CHALATENANGO                  ,C-119-464,52
14/4/2020,01R71086035,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-464,19
14/4/2020,04R70262043,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-464,55
14/4/2020,11R70057384,11 - CHALATENANGO                  ,14 - NIXAPA                        ,C-119-464,44
14/4/2020,14R70227554,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-464,29
14/4/2020,14R70227726,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-464,54
14/4/2020,95R70007389,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-464,8
15/4/2020,01R71086136,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-464,24
15/4/2020,06R70123348,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-464,62
15/4/2020,14R70227744,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-464,29
15/4/2020,14R70227754,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-464,61
15/4/2020,14R70227768,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-464,59
15/4/2020,14R70227791,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-464,61
15/4/2020,94R70054982,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-464,59
16/4/2020,01R71086223,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-464,24
16/4/2020,06R70123354,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-464,62
16/4/2020,08R70012315,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-464,21
16/4/2020,14R70227527,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-464,29
16/4/2020,14R70227740,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-464,20
17/4/2020,06R70123369,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-464,62
17/4/2020,08R70012329,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-464,21
17/4/2020,14R70227789,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-464,61
17/4/2020,14R70227893,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-464,20
17/4/2020,14R70227910,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-464,29
17/4/2020,14R70227918,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-464,59
17/4/2020,94R70054996,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-464,59
18/4/2020,01R71086400,01 - PLANTA SOYAPANGO              ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-464,36
18/4/2020,01R71086461,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-464,24
18/4/2020,14R70227911,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-464,29
18/4/2020,14R70227959,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-464,61
18/4/2020,93R70068016,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-119-464,57
19/4/2020,01R71086563,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-464,24
19/4/2020,04R70262106,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-464,55
19/4/2020,06R70123401,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-464,62
19/4/2020,14R70228011,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-464,54
19/4/2020,14R70228041,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-464,29
13/4/2020,14R70227702,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-468,61
14/4/2020,01R71086055,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-468,24
14/4/2020,14R70227724,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-468,54
14/4/2020,14R70227736,14 - NIXAPA                        ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-468,57
14/4/2020,93R70067967,93 - C.DE VENTAS SAN RAFAEL CEDROS ,01 - PLANTA SOYAPANGO              ,C-119-468,36
15/4/2020,04R70262048,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-468,55
16/4/2020,01R71086256,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-468,24
16/4/2020,06R70123362,06 - SONSONATE                     ,92 - OPERADOR LOGISTICO            ,C-119-468,72
16/4/2020,14R70227837,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-468,61
16/4/2020,14R70227839,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-468,61
16/4/2020,14R70227853,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-468,29
16/4/2020,92R70009664,92 - OPERADOR LOGISTICO            ,14 - NIXAPA                        ,C-119-468,10
17/4/2020,06R70123368,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-468,62
18/4/2020,01R71086467,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-468,24
18/4/2020,14R70227950,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-468,29
18/4/2020,14R70228008,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-468,59
18/4/2020,94R70055003,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-468,59
19/4/2020,01R71086530,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-468,24
19/4/2020,14R70227951,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-468,29
