fecha,remision,origen,destino,placa,kilometros
5/10/2020,01R71100448,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-111,19
5/10/2020,01R71100571,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
5/10/2020,14R70235934,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
5/10/2020,14R70236032,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
5/10/2020,14R70236077,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
5/10/2020,95R70007960,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-111,8
6/10/2020,01R71100645,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
6/10/2020,08R70013385,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-111,21
6/10/2020,14R70236024,14 - NIXAPA                        ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-111,62
6/10/2020,14R70236173,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-111,20
6/10/2020,93R70070285,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-119-111,57
7/10/2020,01R71100735,01 - PLANTA SOYAPANGO              ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-111,36
7/10/2020,14R70236186,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
7/10/2020,14R70236233,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
7/10/2020,14R70236273,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-111,19
7/10/2020,92R70010434,92 - OPERADOR LOGISTICO            ,94 - C.D. SAN LUIS TALPA           ,C-119-111,51
7/10/2020,93R70070293,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-119-111,57
7/10/2020,94R70056524,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-111,59
8/10/2020,01R71100854,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
8/10/2020,01R71100883,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
8/10/2020,14R70236252,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
8/10/2020,14R70236379,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
9/10/2020,01R71100934,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
9/10/2020,01R71100967,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
9/10/2020,01R71101076,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
9/10/2020,14R70236297,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
9/10/2020,14R70236353,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-111,59
9/10/2020,14R70236374,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
9/10/2020,94R70056556,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-111,59
10/10/2020,01R71101040,01 - PLANTA SOYAPANGO              ,31 - DISTR. AGUA Y JUGO            ,C-119-111,4
10/10/2020,01R71101185,01 - PLANTA SOYAPANGO              ,TA - Taller Arianita,C-119-111,32
10/10/2020,14R70236425,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
10/10/2020,14R70236499,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-111,19
10/10/2020,31R70374001,31 - DISTR. AGUA Y JUGO            ,14 - NIXAPA                        ,C-119-111,20
10/10/2020,92R70010471,92 - OPERADOR LOGISTICO            ,01 - PLANTA SOYAPANGO              ,C-119-111,18
5/10/2020,01R71100588,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
5/10/2020,04R70265705,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-460,55
5/10/2020,14R70236047,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
5/10/2020,14R70236202,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
6/10/2020,01R71100657,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
6/10/2020,01R71100681,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
6/10/2020,14R70236181,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-460,61
6/10/2020,14R70236198,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
6/10/2020,14R70236210,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-460,59
6/10/2020,94R70056516,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-460,59
7/10/2020,01R71100789,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
7/10/2020,06R70125892,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
7/10/2020,08R70013389,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-460,21
7/10/2020,14R70236174,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-460,20
7/10/2020,14R70236230,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
7/10/2020,14R70236243,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
8/10/2020,01R71100780,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-460,19
8/10/2020,01R71100852,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
8/10/2020,01R71100926,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
8/10/2020,14R70236253,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
8/10/2020,14R70236375,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
8/10/2020,14R70236380,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-460,19
8/10/2020,92R70010452,92 - OPERADOR LOGISTICO            ,01 - PLANTA SOYAPANGO              ,C-119-460,18
8/10/2020,95R70007969,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-460,8
9/10/2020,01R71100966,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
9/10/2020,01R71101077,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
9/10/2020,06R70125912,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
9/10/2020,08R70013410,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-460,21
9/10/2020,14R70236315,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
9/10/2020,14R70236433,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-460,19
9/10/2020,92R70010457,92 - OPERADOR LOGISTICO            ,08 - PASATIEMPO                    ,C-119-460,31
10/10/2020,01R71101032,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-460,19
10/10/2020,01R71101186,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
10/10/2020,14R70236411,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
10/10/2020,14R70236420,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
10/10/2020,14R70236423,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
10/10/2020,95R70007977,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-460,8
11/10/2020,01R71101242,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
5/10/2020,04R70265702,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-458,55
5/10/2020,04R70265712,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-458,55
5/10/2020,14R70236100,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-458,54
5/10/2020,14R70236105,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
5/10/2020,14R70236122,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-458,59
5/10/2020,91R70003380,TA - Taller Arianita,29 - PLANTA JUGO SAN SALV.         ,C-119-458,32
5/10/2020,94R70056494,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-458,59
6/10/2020,01R71100658,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
6/10/2020,14R70236211,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-458,59
6/10/2020,14R70236218,14 - NIXAPA                        ,AB - RANSA                         ,C-119-458,14
6/10/2020,94R70056512,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-458,59
7/10/2020,01R71100686,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-458,19
7/10/2020,14R70236250,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
7/10/2020,14R70236270,14 - NIXAPA                        ,TB - TLA,C-119-458,5
7/10/2020,90R70017982,AB - RANSA                         ,14 - NIXAPA                        ,C-119-458,7
7/10/2020,95R70007966,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-458,8
8/10/2020,01R71100832,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
8/10/2020,01R71100868,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
8/10/2020,04R70265814,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-458,55
8/10/2020,14R70236231,14 - NIXAPA                        ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-458,62
8/10/2020,14R70236289,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-458,54
8/10/2020,14R70236314,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
8/10/2020,14R70236335,14 - NIXAPA                        ,AB - RANSA                         ,C-119-458,14
8/10/2020,14R70236348,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-458,61
8/10/2020,90R70017984,TB - TLA,01 - PLANTA SOYAPANGO              ,C-119-458,20
8/10/2020,90R70017986,AB - RANSA                         ,14 - NIXAPA                        ,C-119-458,7
8/10/2020,93R70070300,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-119-458,57
9/10/2020,01R71100972,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
9/10/2020,01R71101044,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
9/10/2020,14R70236368,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
9/10/2020,14R70236370,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
9/10/2020,14R70236401,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
10/10/2020,01R71101100,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
10/10/2020,08R70013412,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-458,21
