fecha,remision,origen,destino,placa,kilometros
27/1/2020,01R71078589,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
27/1/2020,14R70223860,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
28/1/2020,01R71078656,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
28/1/2020,01R71078732,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
28/1/2020,14R70223908,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-111,59
28/1/2020,92R70009370,92 - OPERADOR LOGISTICO            ,01 - PLANTA SOYAPANGO              ,C-119-111,18
28/1/2020,94R70054112,94 - C.D. SAN LUIS TALPA           ,92 - OPERADOR LOGISTICO            ,C-119-111,51
29/1/2020,01R71078776,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
29/1/2020,04R70260131,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-111,55
29/1/2020,14R70223890,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
29/1/2020,14R70223940,14 - NIXAPA                        ,04 - SANTA ANA                     ,C-119-111,54
30/1/2020,01R71078876,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-111,24
30/1/2020,05R70238712,05 - SAN MIGUEL                    ,14 - NIXAPA                        ,C-119-111,138
30/1/2020,14R70223977,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-111,29
30/1/2020,14R70224030,14 - NIXAPA                        ,TB - TLA,C-119-111,5
30/1/2020,24R70010124,TB - TLA,05 - SAN MIGUEL                    ,C-119-111,138
31/1/2020,14R70224075,14 - NIXAPA                        ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-111,57
31/1/2020,14R70224236,14 - NIXAPA                        ,AW - WALLMART                      ,C-119-111,12
31/1/2020,93R70066769,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-119-111,57
27/1/2020,06R70121963,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
27/1/2020,14R70223839,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-460,61
27/1/2020,94R70054101,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-460,59
28/1/2020,01R71078681,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
28/1/2020,01R71078723,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
28/1/2020,14R70223847,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
28/1/2020,14R70223893,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
29/1/2020,01R71078768,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
29/1/2020,08R70011785,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-460,21
29/1/2020,14R70223903,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
29/1/2020,14R70223966,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-460,20
30/1/2020,01R71078883,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
30/1/2020,14R70223951,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
30/1/2020,14R70223988,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-460,59
30/1/2020,14R70224006,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
30/1/2020,94R70054141,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-460,59
31/1/2020,01R71078946,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
31/1/2020,14R70224056,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-460,59
31/1/2020,94R70054154,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-460,59
27/1/2020,06R70121947,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-458,62
27/1/2020,14R70223853,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
27/1/2020,14R70223877,14 - NIXAPA                        ,AW - WALLMART                      ,C-119-458,12
28/1/2020,01R71078597,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-458,19
28/1/2020,01R71078662,01 - PLANTA SOYAPANGO              ,07 - USULUTAN                      ,C-119-458,117
28/1/2020,07R70077371,07 - USULUTAN                      ,01 - PLANTA SOYAPANGO              ,C-119-458,117
28/1/2020,14R70223895,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
28/1/2020,95R70007041,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-458,8
29/1/2020,01R71078766,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
29/1/2020,01R71078781,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
29/1/2020,01R71078793,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
29/1/2020,14R70223842,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
29/1/2020,14R70223969,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
30/1/2020,01R71078881,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-458,24
30/1/2020,08R70011793,08 - PASATIEMPO                    ,14 - NIXAPA                        ,C-119-458,21
30/1/2020,14R70223946,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-458,29
30/1/2020,14R70224002,14 - NIXAPA                        ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-458,57
30/1/2020,14R70224003,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-458,61
30/1/2020,14R70224017,14 - NIXAPA                        ,08 - PASATIEMPO                    ,C-119-458,20
30/1/2020,93R70066760,93 - C.DE VENTAS SAN RAFAEL CEDROS ,14 - NIXAPA                        ,C-119-458,57
31/1/2020,06R70122001,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-458,62
31/1/2020,14R70224040,14 - NIXAPA                        ,94 - C.D. SAN LUIS TALPA           ,C-119-458,59
31/1/2020,94R70054152,94 - C.D. SAN LUIS TALPA           ,14 - NIXAPA                        ,C-119-458,59
27/1/2020,01R71078601,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-471,24
27/1/2020,14R70223774,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-471,29
27/1/2020,14R70223851,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-471,29
27/1/2020,14R70223873,14 - NIXAPA                        ,TA - Taller Arianita,C-119-471,15
28/1/2020,01R71078676,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-471,24
28/1/2020,07R70077375,07 - USULUTAN                      ,14 - NIXAPA                        ,C-119-471,135
28/1/2020,14R70223902,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-471,29
28/1/2020,14R70223915,14 - NIXAPA                        ,07 - USULUTAN                      ,C-119-471,140
29/1/2020,01R71078744,01 - PLANTA SOYAPANGO              ,93 - C.DE VENTAS SAN RAFAEL CEDROS ,C-119-471,36
