fecha,remision,origen,destino,placa,kilometros
13/1/2020,01R71077132,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-460,19
13/1/2020,14R70223200,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
13/1/2020,14R70223217,14 - NIXAPA                        ,92 - OPERADOR LOGISTICO            ,C-119-460,19
13/1/2020,92R70009300,92 - OPERADOR LOGISTICO            ,14 - NIXAPA                        ,C-119-460,10
13/1/2020,95R70006965,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-460,8
14/1/2020,01R71077384,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
14/1/2020,06R70121750,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
14/1/2020,14R70223234,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-460,61
14/1/2020,14R70223292,14 - NIXAPA                        ,AB - RANSA                         ,C-119-460,14
15/1/2020,01R71077407,01 - PLANTA SOYAPANGO              ,AW - WALLMART                      ,C-119-460,19
15/1/2020,01R71077544,01 - PLANTA SOYAPANGO              ,11 - CHALATENANGO                  ,C-119-460,52
15/1/2020,14R70223260,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
15/1/2020,14R70223328,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
15/1/2020,95R70006974,AW - WALLMART                      ,14 - NIXAPA                        ,C-119-460,8
16/1/2020,06R70121787,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
16/1/2020,11R70056744,11 - CHALATENANGO                  ,14 - NIXAPA                        ,C-119-460,44
16/1/2020,14R70223355,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-460,61
16/1/2020,14R70223377,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
16/1/2020,14R70223392,14 - NIXAPA                        ,AB - RANSA                         ,C-119-460,14
17/1/2020,01R71077682,01 - PLANTA SOYAPANGO              ,14 - NIXAPA                        ,C-119-460,24
17/1/2020,14R70223416,14 - NIXAPA                        ,06 - SONSONATE                     ,C-119-460,61
18/1/2020,04R70259846,04 - SANTA ANA                     ,14 - NIXAPA                        ,C-119-460,55
18/1/2020,06R70121799,06 - SONSONATE                     ,14 - NIXAPA                        ,C-119-460,62
18/1/2020,14R70223483,14 - NIXAPA                        ,01 - PLANTA SOYAPANGO              ,C-119-460,29
18/1/2020,14R70223537,14 - NIXAPA                        ,TB - TLA,C-119-460,5
18/1/2020,17R70121259,17 - EXPORTACIONES CERVEZA         ,04 - SANTA ANA                     ,C-119-460,75
19/1/2020,01R71077878,01 - PLANTA SOYAPANGO              ,29 - PLANTA JUGO SAN SALV.         ,C-119-460,5.5
